p,q,r,theta_1,theta_2,theta_3,theta_4
0.37626,-0.00057777,-0.00231976,0.0644274,-0.329039,-0.0667286,-0.141127
0.365954,-0.000533871,-0.00356154,0.0644274,-0.329039,-0.0667286,-0.141127
0.356982,-0.00054203,-0.00564746,0.0636606,-0.329806,-0.0674953,-0.141127
0.347638,-0.000475116,-0.00577732,0.0636606,-0.329806,-0.0674953,-0.141893
0.337452,-0.00110216,-0.00466444,0.0636606,-0.329806,-0.0674953,-0.141893
0.328124,-0.00172861,-0.0027924,0.0628929,-0.330573,-0.0682621,-0.14266
0.318629,-0.00162161,-0.00183658,0.0628929,-0.330573,-0.0682621,-0.14266
0.307505,-0.00174461,-0.0021181,0.0628929,-0.330573,-0.0690289,-0.143427
0.296199,-0.00155383,-0.00233527,0.0621262,-0.33134,-0.0690289,-0.143427
0.286757,-0.0017497,-0.00300596,0.0621262,-0.33134,-0.0690289,-0.143427
0.275959,-0.00188036,-0.00311104,0.0621262,-0.332107,-0.0697966,-0.144195
0.264937,-0.000280544,-0.00337473,0.0613594,-0.332107,-0.0697966,-0.144195
0.254483,0.000210762,-0.0024195,0.0613594,-0.332107,-0.0697966,-0.144195
0.245877,7.89E-05,-0.00154719,0.0613594,-0.332107,-0.0705633,-0.144961
0.236479,-0.000760488,-0.000709014,0.0605927,-0.332874,-0.0705633,-0.144961
0.226912,-0.00199327,-0.000959934,0.0605927,-0.332874,-0.0705633,-0.144961
0.216013,-0.00121209,-0.000238286,0.0605927,-0.332874,-0.0713301,-0.144961
0.203891,-0.000352606,-0.000563638,0.0605927,-0.332874,-0.0713301,-0.145728
0.192075,-0.000176147,-0.00102952,0.0605927,-0.333641,-0.0713301,-0.145728
0.181982,0.000210263,-0.00294019,0.0598249,-0.333641,-0.0713301,-0.145728
0.172553,0.000694797,-0.00294294,0.0598249,-0.333641,-0.0713301,-0.145728
0.162764,0.000360161,-0.00304763,0.0598249,-0.333641,-0.0720968,-0.146495
0.152973,0.000188932,-0.00225701,0.0598249,-0.333641,-0.0720968,-0.146495
0.142823,-0.000186443,-0.00173987,0.0598249,-0.334408,-0.0720968,-0.146495
0.130952,0.00056757,-0.00112831,0.0590582,-0.334408,-0.0720968,-0.146495
0.119084,0.000901289,-0.00109526,0.0590582,-0.334408,-0.0720968,-0.146495
0.1085,-0.00019402,5.17E-06,0.0590582,-0.334408,-0.0720968,-0.146495
0.0972977,-0.000879757,0.000108568,0.0590582,-0.334408,-0.0728645,-0.146495
0.0853948,1.64E-05,-0.000497991,0.0590582,-0.334408,-0.0728645,-0.146495
0.0753066,0.000596188,-0.00180792,0.0590582,-0.334408,-0.0728645,-0.147263
0.0650866,0.000242397,-0.00245329,0.0590582,-0.334408,-0.0728645,-0.147263
0.0545642,-0.000545889,-0.00114532,0.0590582,-0.334408,-0.0728645,-0.147263
0.043891,-0.00110835,-0.000305229,0.0590582,-0.334408,-0.0728645,-0.147263
0.0331324,-0.000960782,0.000603764,0.0590582,-0.334408,-0.0728645,-0.147263
0.0232334,-0.000786833,0.000684982,0.0590582,-0.334408,-0.0728645,-0.147263
0.0136292,-0.000595428,-0.000681014,0.0590582,-0.334408,-0.0728645,-0.147263
0.00313425,-0.00149233,-0.00128593,0.0590582,-0.334408,-0.0728645,-0.147263
-0.00750994,-0.00167669,0.000207631,0.0590582,-0.334408,-0.0728645,-0.147263
-0.0195828,-0.00245652,0.0013286,0.0590582,-0.334408,-0.0728645,-0.147263
-0.0328795,-0.00337469,0.00140391,0.0590582,-0.334408,-0.0728645,-0.147263
-0.0439812,-0.00345712,0.00181281,0.0590582,-0.334408,-0.0728645,-0.147263
-0.0527244,-0.00244236,0.00363523,0.0590582,-0.334408,-0.0728645,-0.147263
-0.0615162,-0.00168766,0.0034296,0.0590582,-0.334408,-0.0728645,-0.147263
-0.07197,-0.00162756,0.0026944,0.0590582,-0.334408,-0.0728645,-0.147263
-0.0822318,-0.00182119,0.00287478,0.0590582,-0.334408,-0.0728645,-0.147263
-0.0923877,-0.00134313,0.00384249,0.0590582,-0.334408,-0.0728645,-0.147263
-0.10317,-0.000487417,0.00349851,0.0590582,-0.334408,-0.0728645,-0.146495
-0.114863,-0.00036367,0.00323654,0.0590582,-0.334408,-0.0728645,-0.146495
-0.125897,0.000634164,0.00207759,0.0590582,-0.334408,-0.0720968,-0.146495
-0.136965,0.0019877,-1.85E-05,0.0590582,-0.334408,-0.0720968,-0.146495
-0.147362,0.00279338,-0.00193266,0.0590582,-0.334408,-0.0720968,-0.146495
-0.156902,0.0024562,-0.00276584,0.0598249,-0.333641,-0.0720968,-0.145728
-0.166498,0.00222369,-0.00184377,0.0598249,-0.333641,-0.0720968,-0.145728
-0.176013,9.38E-05,0.000255158,0.0598249,-0.333641,-0.0713301,-0.145728
-0.185669,-8.24E-05,0.000824346,0.0598249,-0.333641,-0.0713301,-0.145728
-0.195504,0.00105978,0.00133081,0.0605927,-0.332874,-0.0713301,-0.144961
-0.206667,0.0022244,0.00200154,0.0605927,-0.332874,-0.0713301,-0.144961
-0.21788,0.00258019,0.0026991,0.0605927,-0.332874,-0.0705633,-0.144961
-0.228381,0.00145436,0.00277013,0.0605927,-0.332874,-0.0705633,-0.144195
-0.23931,0.000729024,0.00269876,0.0613594,-0.332107,-0.0705633,-0.144195
-0.248535,0.000213511,0.00187316,0.0613594,-0.332107,-0.0697966,-0.144195
-0.257345,0.00110711,0.00106183,0.0613594,-0.332107,-0.0697966,-0.143427
-0.267743,0.00101322,0.00157769,0.0621262,-0.33134,-0.0697966,-0.143427
-0.277524,0.0016767,0.00140002,0.0621262,-0.33134,-0.0690289,-0.143427
-0.287781,0.00170003,0.0018029,0.0621262,-0.33134,-0.0690289,-0.14266
-0.29918,0.00190622,0.00148566,0.0628929,-0.330573,-0.0682621,-0.14266
-0.311572,0.00124522,0.00378103,0.0628929,-0.330573,-0.0682621,-0.141893
-0.322565,0.000803672,0.00536258,0.0628929,-0.330573,-0.0674953,-0.141893
-0.331815,6.10E-05,0.0052848,0.0636606,-0.329806,-0.0674953,-0.141127
-0.341154,0.00260849,0.00517885,0.0636606,-0.329806,-0.0674953,-0.141127
-0.351076,0.00327054,0.0049027,0.0644274,-0.329039,-0.0667286,-0.140359
-0.361675,0.00264876,0.00483125,0.0644274,-0.329039,-0.0667286,-0.140359
-0.371668,0.00295296,0.00531141,0.0651941,-0.328272,-0.0659609,-0.139592
-0.381257,0.00328743,0.00444659,0.0651941,-0.328272,-0.0659609,-0.139592
-0.390899,0.00283919,0.00411391,0.0659609,-0.327505,-0.0651941,-0.138825
-0.400747,0.00213656,0.00423571,0.0659609,-0.327505,-0.0644274,-0.138825
-0.410494,0.00157134,0.00452327,0.0667286,-0.326738,-0.0644274,-0.138059
-0.420919,0.000581838,0.00499268,0.0667286,-0.326738,-0.0636606,-0.137291
-0.429982,0.000981338,0.00515998,0.0674953,-0.325971,-0.0636606,-0.137291
-0.439122,0.00216015,0.00558795,0.0674953,-0.325204,-0.0628929,-0.136524
-0.447546,0.00342616,0.00526245,0.0682621,-0.325204,-0.0628929,-0.135757
-0.456978,0.00371626,0.00488053,0.0690289,-0.324437,-0.0621262,-0.135757
-0.466323,0.00322952,0.00285145,0.0690289,-0.32367,-0.0613594,-0.134991
-0.476317,0.0044357,0.00277354,0.0697966,-0.32367,-0.0613594,-0.134223
-0.486024,0.00446598,0.00391321,0.0705633,-0.322903,-0.0605927,-0.133456
-0.495632,0.00546254,0.00639627,0.0705633,-0.322903,-0.0605927,-0.133456
-0.505201,0.00545365,0.007144,0.0713301,-0.322136,-0.0598249,-0.132689
-0.514708,0.00411062,0.00572348,0.0720968,-0.321369,-0.0590582,-0.131923
-0.523393,0.00411792,0.00428047,0.0720968,-0.320602,-0.0590582,-0.131155
-0.53157,0.00321674,0.00406027,0.0728645,-0.320602,-0.0582914,-0.130388
-0.539536,0.0029438,0.00357286,0.0736313,-0.319835,-0.0582914,-0.130388
-0.547518,0.00312135,0.00354149,0.0736313,-0.319068,-0.0575247,-0.129622
-0.557344,0.00311538,0.00414228,0.074398,-0.319068,-0.056757,-0.128855
-0.567584,0.00312264,0.00409604,0.0751648,-0.318301,-0.0559902,-0.128087
-0.576876,0.0029057,0.00450508,0.0759325,-0.317534,-0.0559902,-0.12732
-0.586426,0.00256262,0.0050353,0.0766993,-0.316767,-0.0552235,-0.126554
-0.59588,0.00248659,0.00560756,0.0766993,-0.316,-0.0544567,-0.125787
-0.605468,0.00357297,0.00646858,0.077466,-0.316,-0.0544567,-0.125787
-0.614382,0.00440745,0.00655174,0.0782328,-0.315233,-0.053689,-0.125019
-0.623319,0.00357527,0.00492401,0.0790005,-0.314466,-0.0529222,-0.124252
-0.632733,0.002571,0.0040911,0.0797672,-0.313699,-0.0521555,-0.123486
-0.641174,0.00253924,0.00404698,0.080534,-0.312932,-0.0513887,-0.122719
-0.650261,0.00337768,0.00341512,0.0813007,-0.312165,-0.0513887,-0.121951
-0.660027,0.00468316,0.00306065,0.0820684,-0.311399,-0.050621,-0.121184
-0.669707,0.00634535,0.00415199,0.0828352,-0.310631,-0.0498543,-0.121184
-0.67725,0.00719007,0.00471852,0.083602,-0.309864,-0.0490875,-0.120418
-0.685596,0.00730677,0.00491738,0.0843687,-0.309097,-0.0490875,-0.119651
-0.694171,0.00654113,0.00487622,0.0851364,-0.308331,-0.0483208,-0.118883
-0.704041,0.00512656,0.00522711,0.0859032,-0.307563,-0.0475531,-0.118116
-0.713161,0.00447772,0.00646585,0.0866699,-0.306796,-0.0467863,-0.11735
-0.721643,0.00392306,0.00742274,0.0874367,-0.306029,-0.0460196,-0.11735
-0.729372,0.00455434,0.00767813,0.0874367,-0.305263,-0.0452528,-0.116583
-0.736649,0.0039523,0.00787257,0.0882044,-0.304495,-0.0444851,-0.115815
-0.745625,0.00238147,0.00572174,0.0897379,-0.303728,-0.0437183,-0.115048
-0.754231,0.002252,0.00457066,0.0905046,-0.302961,-0.0437183,-0.114282
-0.762041,0.00172402,0.00356823,0.0912724,-0.302195,-0.0429516,-0.113515
-0.768207,0.00203168,0.0023284,0.0920391,-0.301427,-0.0421848,-0.112747
-0.775299,0.00271186,0.00213683,0.0928059,-0.30066,-0.0414171,-0.112747
-0.783438,0.00257338,0.00198599,0.0935726,-0.299893,-0.0398836,-0.11198
-0.79166,0.0043733,0.00304405,0.0943403,-0.299127,-0.0391169,-0.111214
-0.799373,0.00499662,0.00327232,0.0951071,-0.298359,-0.0391169,-0.110447
-0.8069,0.00449833,0.00266035,0.0958738,-0.297592,-0.0375824,-0.109679
-0.814207,0.00334537,0.00394583,0.0966406,-0.296825,-0.0368156,-0.108912
-0.822413,0.00211388,0.00432972,0.0974083,-0.296059,-0.0360489,-0.108146
-0.830063,0.00216033,0.00468319,0.098175,-0.295291,-0.0352812,-0.107379
-0.83719,0.00257789,0.00357771,0.0989418,-0.294524,-0.0345144,-0.106611
-0.844683,0.00263581,0.00315692,0.0997086,-0.293757,-0.0337477,-0.105844
-0.851482,0.00325715,0.00410555,0.100475,-0.292991,-0.0322132,-0.105078
-0.857468,0.00374248,0.00465216,0.101243,-0.292991,-0.0314465,-0.104311
-0.86472,0.00343017,0.00273129,0.10201,-0.292224,-0.0306797,-0.103543
-0.87055,0.00265444,0.000856309,0.102777,-0.290689,-0.0299129,-0.102777
-0.877249,0.00371613,-0.000822747,0.103543,-0.289923,-0.0291452,-0.10201
-0.884321,0.00452814,-0.000557938,0.104311,-0.289156,-0.0276117,-0.101243
-0.890819,0.00361828,0.000684498,0.105078,-0.288388,-0.026845,-0.100475
-0.896845,0.00362056,0.00174541,0.105844,-0.287621,-0.0260773,-0.0997086
-0.904914,0.00338371,0.00331945,0.107379,-0.286855,-0.0253105,-0.0989418
-0.913339,0.00424466,0.00347667,0.108146,-0.286088,-0.023777,-0.098175
-0.919393,0.00432431,0.00280922,0.108912,-0.28532,-0.0230093,-0.0966406
-0.923483,0.00477203,0.00283663,0.109679,-0.284554,-0.0222425,-0.0958738
-0.928757,0.00483134,0.00303417,0.110447,-0.283787,-0.0214758,-0.0951071
-0.936574,0.00452988,0.00363593,0.111214,-0.28302,-0.020709,-0.0943403
-0.944756,0.00410116,0.00476139,0.11198,-0.281486,-0.0191746,-0.0928059
-0.952423,0.00427265,0.00589657,0.112747,-0.280719,-0.0184078,-0.0920391
-0.95853,0.00436054,0.00625855,0.113515,-0.279952,-0.0176411,-0.0905046
-0.9651,0.00468924,0.00481222,0.115048,-0.279184,-0.0168734,-0.0897379
-0.971183,0.00502174,0.00438742,0.115815,-0.278418,-0.0153399,-0.0889711
-0.976689,0.00455938,0.00388408,0.116583,-0.276884,-0.0145731,-0.0874367
-0.981758,0.00376288,0.00347017,0.11735,-0.276116,-0.0138054,-0.0866699
-0.986762,0.00353069,0.00383118,0.118116,-0.27535,-0.0130386,-0.0851364
-0.992323,0.00397082,0.00198115,0.119651,-0.274583,-0.0115051,-0.083602
-0.998977,0.00280313,0.00161966,0.120418,-0.273048,-0.0107374,-0.0828352
-1.00496,0.0030525,0.00178228,0.121951,-0.272282,-0.00997066,-0.0813007
-1.01061,0.00321207,0.000699682,0.122719,-0.271515,-0.00920391,-0.080534
-1.01569,0.00378325,0.000724962,0.123486,-0.26998,-0.00766945,-0.0797672
-1.02022,0.00447485,0.00243527,0.125019,-0.269214,-0.00690269,-0.0782328
-1.02475,0.00457632,0.00395708,0.125787,-0.268447,-0.00613594,-0.077466
-1.02972,0.00454044,0.00527014,0.12732,-0.266912,-0.00536919,-0.0759325
-1.03499,0.00460283,0.00482816,0.128087,-0.266146,-0.00460148,-0.0751648
-1.04037,0.00539334,0.00407428,0.129622,-0.264612,-0.00306797,-0.0736313
-1.04536,0.00542301,0.00385568,0.130388,-0.263844,-0.00230122,-0.0728645
-1.04968,0.0050275,0.00294751,0.131923,-0.262311,-0.00153351,-0.0720968
-1.05386,0.00539544,0.00191568,0.132689,-0.261544,-0.000766754,-0.0713301
-1.05835,0.00683567,0.00139325,0.133456,-0.260777,0,-0.0697966
-1.06351,0.00730383,0.00143596,0.134991,-0.259243,0.00153351,-0.0690289
-1.06804,0.00591484,0.0029163,0.135757,-0.258476,0.00230122,-0.0682621
-1.07229,0.00550627,0.00343709,0.136524,-0.256942,0.00306797,-0.0674953
-1.07657,0.00504757,0.00405375,0.138059,-0.256175,0.00383472,-0.0659609
-1.0803,0.00484429,0.00334985,0.138825,-0.255408,0.00460148,-0.0651941
-1.08446,0.00478148,0.00309476,0.140359,-0.253874,0.00613594,-0.0644274
-1.08881,0.00453591,0.00245378,0.141127,-0.253107,0.00690269,-0.0636606
-1.09256,0.00435864,0.000613539,0.14266,-0.251573,0.00766945,-0.0628929
-1.09474,0.00465208,-5.77E-05,0.143427,-0.250806,0.00920391,-0.0621262
-1.0977,0.0051569,-0.00022343,0.144195,-0.250039,0.00997066,-0.0605927
-1.10123,0.00416633,0.00207814,0.145728,-0.248505,0.0115051,-0.0598249
-1.10503,0.00400847,0.00308329,0.146495,-0.247738,0.0122719,-0.0590582
-1.10733,0.00534038,0.00396399,0.148029,-0.246971,0.0138054,-0.0582914
-1.11008,0.00520631,0.00440039,0.148796,-0.246204,0.0145731,-0.056757
-1.11431,0.00445788,0.00567366,0.149563,-0.24467,0.0153399,-0.0559902
-1.11823,0.00314536,0.00622479,0.151097,-0.243903,0.0168734,-0.0552235
-1.12058,0.00159926,0.00569992,0.151864,-0.243136,0.0184078,-0.0544567
-1.12256,0.000806741,0.00471677,0.152631,-0.241602,0.0191746,-0.0529222
-1.12406,0.000773996,0.00470888,0.154165,-0.240835,0.020709,-0.0521555
-1.12544,0.00126092,0.00454988,0.154932,-0.240068,0.0214758,-0.0513887
-1.12801,0.00271033,0.0052008,0.155699,-0.238534,0.0230093,-0.0498543
-1.13037,0.00403608,0.00519414,0.157233,-0.237767,0.023777,-0.0490875
-1.13349,0.00471078,0.00489019,0.158,-0.237,0.0253105,-0.0483208
-1.13613,0.00452362,0.00411682,0.158767,-0.235466,0.0260773,-0.0467863
-1.13718,0.004286,0.00332946,0.159534,-0.234699,0.0276117,-0.0460196
-1.13892,0.00381702,0.00394864,0.161068,-0.233932,0.0283785,-0.0444851
-1.14033,0.00464741,0.00367635,0.161835,-0.232398,0.0299129,-0.0437183
-1.14261,0.00478696,0.00455975,0.162602,-0.231631,0.0306797,-0.0421848
-1.14688,0.00503886,0.00623886,0.164136,-0.230865,0.0322132,-0.0414171
-1.15051,0.00468341,0.00762212,0.164903,-0.22933,0.0329809,-0.0398836
-1.15186,0.00409057,0.00824809,0.166437,-0.228563,0.0337477,-0.0383492
-1.15239,0.00308169,0.00816058,0.167204,-0.227029,0.0352812,-0.0375824
-1.15365,0.00238824,0.00755734,0.167971,-0.226262,0.0360489,-0.0360489
-1.15411,0.00267308,0.00786657,0.169505,-0.225495,0.0375824,-0.0345144
-1.15413,0.002068,0.00868206,0.170272,-0.223961,0.0383492,-0.0337477
-1.15449,0.00246024,0.00936456,0.171806,-0.223194,0.0391169,-0.0322132
-1.15496,0.00328208,0.00809175,0.172573,-0.221661,0.0398836,-0.0306797
-1.15508,0.00394571,0.00684666,0.174107,-0.220893,0.0414171,-0.0299129
-1.15601,0.00425606,0.00553525,0.174874,-0.219359,0.0421848,-0.0283785
-1.158,0.00426091,0.00609133,0.176408,-0.218593,0.0429516,-0.0276117
-1.15995,0.00280364,0.00687671,0.177942,-0.217058,0.0444851,-0.0260773
-1.16076,0.00118294,0.00725783,0.178709,-0.216291,0.0452528,-0.0253105
-1.16087,0.000674479,0.00669497,0.180243,-0.214757,0.0460196,-0.023777
-1.16084,0.00024607,0.0061278,0.18101,-0.21399,0.0475531,-0.0230093
-1.16226,0.000307858,0.00698954,0.182544,-0.212457,0.0483208,-0.0222425
-1.16419,0.00264107,0.00753054,0.183311,-0.211689,0.0490875,-0.020709
-1.16519,0.00490729,0.00820791,0.184845,-0.210155,0.0498543,-0.0199413
-1.16613,0.0057243,0.00801001,0.185612,-0.209389,0.0513887,-0.0191746
-1.16715,0.00604405,0.00711529,0.187146,-0.207854,0.0521555,-0.0176411
-1.16809,0.00615673,0.00663,0.187913,-0.207088,0.0529222,-0.0168734
-1.16935,0.00536665,0.00732142,0.189446,-0.205553,0.0544567,-0.0161066
-1.17095,0.00465707,0.00870591,0.190214,-0.204786,0.0552235,-0.0153399
-1.1732,0.00369474,0.00977474,0.191748,-0.203253,0.056757,-0.0138054
-1.17466,0.00308442,0.0101489,0.192514,-0.202485,0.0575247,-0.0130386
-1.17526,0.00250445,0.01022,0.194049,-0.200952,0.0590582,-0.0122719
-1.17609,0.00424714,0.0104982,0.194816,-0.200185,0.0598249,-0.0115051
-1.17589,0.00720262,0.0111923,0.19635,-0.19865,0.0613594,-0.00997066
-1.17663,0.00768641,0.0116108,0.197117,-0.197884,0.0628929,-0.00920391
-1.17809,0.0070162,0.0111689,0.19865,-0.19635,0.0636606,-0.00843716
-1.17853,0.00685554,0.0107964,0.199417,-0.195582,0.0651941,-0.00690269
-1.17921,0.00729267,0.0112608,0.200952,-0.194816,0.0667286,-0.00613594
-1.17998,0.00777379,0.011699,0.201718,-0.193282,0.0674953,-0.00536919
-1.18124,0.00893953,0.0109602,0.203253,-0.192514,0.0690289,-0.00383472
-1.18237,0.00915051,0.010799,0.20402,-0.190981,0.0705633,-0.00306797
-1.18309,0.00893947,0.00977004,0.205553,-0.190214,0.0713301,-0.00153351
-1.18279,0.00932598,0.00891417,0.206321,-0.189446,0.0728645,-0.000766754
-1.18297,0.00970088,0.00849168,0.207854,-0.187913,0.074398,0.000766754
-1.18108,0.00809793,0.00856395,0.208621,-0.187146,0.0751648,0.00153351
-1.17826,0.00643799,0.0091377,0.209389,-0.185612,0.0766993,0.00306797
-1.17691,0.00475048,0.00965916,0.210922,-0.184845,0.0782328,0.00460148
-1.17572,0.00536028,0.0104925,0.211689,-0.183311,0.0790005,0.00536919
-1.17451,0.00703111,0.00932637,0.213223,-0.182544,0.080534,0.00690269
-1.17421,0.00833352,0.00809577,0.214757,-0.18101,0.0813007,0.00843716
-1.17331,0.00822994,0.00600666,0.215525,-0.180243,0.0828352,0.00997066
-1.17258,0.00689241,0.00433063,0.217058,-0.178709,0.0843687,0.0115051
-1.1722,0.00704436,0.00220016,0.217825,-0.177942,0.0851364,0.0122719
-1.17097,0.00725605,0.000972061,0.219359,-0.176408,0.0866699,0.0138054
-1.16867,0.00629041,0.000516748,0.220126,-0.174874,0.0874367,0.0153399
-1.16599,0.00591151,0.000740243,0.221661,-0.174107,0.0889711,0.0168734
-1.16293,0.00477991,1.16E-05,0.223194,-0.172573,0.0897379,0.0184078
-1.15985,0.00385138,-4.53E-05,0.223961,-0.171806,0.0905046,0.0191746
-1.1554,0.00438083,0.00024247,0.225495,-0.170272,0.0920391,0.020709
-1.15177,0.00565299,0.00018484,0.227029,-0.169505,0.0928059,0.0222425
-1.14866,0.00706381,3.48E-05,0.227797,-0.167971,0.0943403,0.0230093
-1.14498,0.00704435,-0.000482382,0.22933,-0.167204,0.0951071,0.0245438
-1.14192,0.00560755,0.000829732,0.230865,-0.16567,0.0958738,0.0253105
-1.13874,0.00427344,0.00206496,0.231631,-0.164903,0.0974083,0.0260773
-1.13559,0.00425249,0.00364198,0.232398,-0.163369,0.098175,0.0276117
-1.13214,0.00494147,0.00374983,0.233932,-0.162602,0.0989418,0.0283785
-1.12841,0.00340896,0.00372754,0.235466,-0.161068,0.0997086,0.0291452
-1.12399,0.00110774,0.00248047,0.236233,-0.160301,0.101243,0.0299129
-1.12028,0.00158128,0.00213449,0.237,-0.158767,0.10201,0.0314465
-1.11522,0.00253895,0.00264125,0.238534,-0.158,0.102777,0.0322132
-1.11015,0.00200116,0.00181769,0.239301,-0.156466,0.103543,0.0329809
-1.10584,0.00119311,0.00179252,0.240835,-0.155699,0.105078,0.0337477
-1.10201,0.000652462,0.00314467,0.241602,-0.154932,0.105844,0.0345144
-1.09761,0.00137614,0.00300371,0.242369,-0.153399,0.106611,0.0352812
-1.09301,0.0034269,0.00334522,0.243903,-0.152631,0.108146,0.0368156
-1.08832,0.00420729,0.00494949,0.24467,-0.151864,0.108912,0.0375824
-1.08523,0.00370654,0.00518077,0.245437,-0.151097,0.109679,0.0383492
-1.08319,0.00333791,0.00453466,0.246971,-0.149563,0.111214,0.0391169
-1.07955,0.00325187,0.00381075,0.247738,-0.148796,0.11198,0.0398836
-1.07377,0.00379511,0.00309238,0.248505,-0.148029,0.112747,0.0406504
-1.06811,0.00518531,0.0036793,0.249272,-0.147263,0.114282,0.0414171
-1.06279,0.00582635,0.00561955,0.250806,-0.146495,0.115048,0.0429516
-1.05815,0.00626871,0.0073401,0.251573,-0.145728,0.115815,0.0437183
-1.05428,0.00546161,0.00752783,0.25234,-0.144961,0.11735,0.0444851
-1.05205,0.00352746,0.00621009,0.253107,-0.143427,0.118116,0.0452528
-1.04838,0.00140633,0.00544789,0.253874,-0.14266,0.119651,0.0460196
-1.0433,0.00108101,0.00522798,0.255408,-0.141893,0.120418,0.0467863
-1.03943,0.00147706,0.00665107,0.256175,-0.141127,0.121951,0.0483208
-1.03617,0.00133997,0.00617706,0.256942,-0.140359,0.122719,0.0490875
-1.03238,0.00134098,0.00670718,0.257709,-0.139592,0.123486,0.0498543
-1.02744,0.00194491,0.00774721,0.258476,-0.138059,0.124252,0.0513887
-1.02393,0.00189535,0.00969399,0.259243,-0.137291,0.125787,0.0521555
-1.01871,0.00172887,0.0109973,0.260777,-0.136524,0.126554,0.0529222
-1.01366,0.0002537,0.0114169,0.261544,-0.135757,0.12732,0.0544567
-1.00839,-0.000226796,0.0118112,0.262311,-0.134991,0.128855,0.0552235
-1.00366,0.00114208,0.0107501,0.263078,-0.133456,0.129622,0.0559902
-0.999952,0.00343536,0.00995996,0.264612,-0.132689,0.130388,0.0575247
-0.995879,0.00491977,0.0100963,0.265379,-0.131923,0.131155,0.0582914
-0.991,0.00474166,0.00958912,0.266146,-0.131155,0.132689,0.0598249
-0.986281,0.00614797,0.00826564,0.26768,-0.129622,0.133456,0.0605927
-0.981324,0.00746852,0.00742414,0.268447,-0.128855,0.134223,0.0621262
-0.977168,0.00650266,0.00660458,0.269214,-0.128087,0.134991,0.0628929
-0.971093,0.00564877,0.006136,0.26998,-0.12732,0.135757,0.0644274
-0.965384,0.0068133,0.00596011,0.271515,-0.125787,0.136524,0.0651941
-0.959986,0.00717407,0.0053622,0.272282,-0.125019,0.138059,0.0659609
-0.954778,0.00607865,0.00590069,0.273048,-0.124252,0.138825,0.0674953
-0.948919,0.00493578,0.00657572,0.274583,-0.123486,0.139592,0.0682621
-0.942582,0.00439394,0.00689072,0.27535,-0.122719,0.140359,0.0697966
-0.935992,0.00484779,0.00794753,0.276116,-0.121184,0.141127,0.0705633
-0.929129,0.003623,0.00646254,0.277651,-0.120418,0.141893,0.0713301
-0.922017,0.00271945,0.00400711,0.278418,-0.119651,0.14266,0.0720968
-0.915616,0.00245814,0.00273198,0.279184,-0.118883,0.143427,0.0736313
-0.909024,0.00202958,0.00282775,0.279952,-0.11735,0.144195,0.074398
-0.902749,0.0011283,0.00338042,0.281486,-0.116583,0.144961,0.0751648
-0.896609,0.0011563,0.0032655,0.282252,-0.115815,0.145728,0.0759325
-0.891079,0.00147884,0.00312258,0.28302,-0.115048,0.146495,0.0766993
-0.884631,0.00238522,0.00322527,0.283787,-0.114282,0.147263,0.077466
-0.877411,0.0031039,0.00206173,0.284554,-0.112747,0.148029,0.0782328
-0.869936,0.00397418,0.000202878,0.28532,-0.11198,0.148796,0.0790005
-0.863168,0.00472403,-0.00140531,0.286088,-0.111214,0.149563,0.0797672
-0.856197,0.00379732,0.000103778,0.286855,-0.110447,0.150331,0.080534
-0.850002,0.00237554,0.00142811,0.287621,-0.109679,0.151097,0.0813007
-0.84319,0.00147992,0.00153397,0.289156,-0.108912,0.151864,0.0820684
-0.835421,0.000775457,0.00085607,0.289923,-0.108146,0.152631,0.0828352
-0.827034,0.00149313,0.00219236,0.290689,-0.107379,0.153399,0.083602
-0.818522,0.00154579,0.00232695,0.291456,-0.106611,0.154165,0.0843687
-0.812091,0.00163218,0.00174081,0.292224,-0.105844,0.154932,0.0851364
-0.805504,0.00270718,0.000405921,0.292991,-0.105078,0.155699,0.0851364
-0.79871,0.00281455,0.000169022,0.292991,-0.104311,0.156466,0.0859032
-0.792497,0.00143994,0.000603563,0.293757,-0.103543,0.157233,0.0866699
-0.783407,-5.38E-05,0.00238706,0.294524,-0.102777,0.158,0.0874367
-0.773995,-0.000596948,0.00289561,0.295291,-0.10201,0.158767,0.0882044
-0.764931,-0.00063999,0.00209424,0.296059,-0.101243,0.159534,0.0889711
-0.75703,-0.000390112,0.00178158,0.296825,-0.100475,0.160301,0.0889711
-0.749965,-0.000133693,0.00268441,0.297592,-0.0997086,0.161068,0.0897379
-0.743278,-6.88E-05,0.00363903,0.298359,-0.0989418,0.161835,0.0905046
-0.735428,-0.000307262,0.00437786,0.299127,-0.0989418,0.162602,0.0912724
-0.728118,0.00114793,0.00437069,0.299127,-0.098175,0.163369,0.0920391
-0.719714,0.0020414,0.00455469,0.299893,-0.0974083,0.164136,0.0920391
-0.711335,0.0020986,0.00442552,0.30066,-0.0966406,0.164903,0.0928059
-0.702488,0.00364356,0.00417042,0.301427,-0.0958738,0.16567,0.0935726
-0.69437,0.00436832,0.0026657,0.302195,-0.0958738,0.166437,0.0943403
-0.686331,0.00424787,0.00217409,0.302195,-0.0951071,0.167204,0.0943403
-0.679482,0.00368015,0.00205541,0.302961,-0.0943403,0.167971,0.0951071
-0.671165,0.0027221,0.00211828,0.303728,-0.0935726,0.168738,0.0958738
-0.662738,0.00177241,0.0035062,0.304495,-0.0928059,0.169505,0.0966406
