p,q,r,theta_1,theta_2,theta_3,theta_4
-1.54114,0.0062245,0.0161771,0.247738,-0.16567,0.0935726,0.0276117
-1.53892,0.00666546,0.015829,0.249272,-0.164136,0.0951071,0.0291452
-1.5351,0.00672153,0.0160875,0.250806,-0.162602,0.0966406,0.0306797
-1.53138,0.00716461,0.0144196,0.25234,-0.161068,0.098175,0.0314465
-1.52801,0.00748517,0.0122814,0.254641,-0.159534,0.0989418,0.0329809
-1.52543,0.00715075,0.0116279,0.256175,-0.158,0.100475,0.0345144
-1.52324,0.00575461,0.0118537,0.257709,-0.156466,0.10201,0.0352812
-1.52019,0.0053395,0.0118075,0.259243,-0.154932,0.103543,0.0368156
-1.51558,0.00586061,0.0124025,0.260777,-0.153399,0.105078,0.0383492
-1.51189,0.00461378,0.013131,0.262311,-0.151864,0.106611,0.0391169
-1.5081,0.0028288,0.0125247,0.263844,-0.150331,0.108146,0.0406504
-1.5045,0.00460414,0.0123159,0.265379,-0.148796,0.109679,0.0414171
-1.50119,0.00691492,0.0118046,0.266146,-0.147263,0.111214,0.0429516
-1.49654,0.00746997,0.00973569,0.26768,-0.146495,0.11198,0.0444851
-1.49334,0.00758038,0.00813166,0.269214,-0.144961,0.114282,0.0460196
-1.48906,0.00619484,0.00800186,0.270748,-0.143427,0.115815,0.0475531
-1.48503,0.00447944,0.00864572,0.272282,-0.141893,0.11735,0.0483208
-1.48187,0.00271008,0.00916346,0.273816,-0.141127,0.118883,0.0498543
-1.47767,0.00289441,0.00942204,0.274583,-0.139592,0.120418,0.0513887
-1.4726,0.00412967,0.0106347,0.276116,-0.138059,0.121951,0.0529222
-1.46764,0.00518953,0.0102173,0.277651,-0.136524,0.123486,0.0544567
-1.4615,0.00610147,0.00921584,0.278418,-0.135757,0.125019,0.0559902
-1.45523,0.0071126,0.00855794,0.279952,-0.134223,0.126554,0.0575247
-1.44942,0.00719025,0.00717247,0.281486,-0.132689,0.128087,0.0590582
-1.44463,0.00658261,0.00756559,0.28302,-0.131155,0.129622,0.0613594
-1.44066,0.00701586,0.00828337,0.284554,-0.129622,0.130388,0.0628929
-1.43654,0.00663116,0.00813822,0.286088,-0.128087,0.131923,0.0644274
-1.43252,0.00556918,0.00799075,0.287621,-0.126554,0.133456,0.0659609
-1.42909,0.00435594,0.00796226,0.288388,-0.125787,0.134991,0.0682621
-1.42483,0.00459444,0.00878188,0.289923,-0.124252,0.136524,0.0697966
-1.41785,0.0056734,0.00876405,0.291456,-0.122719,0.137291,0.0713301
-1.40995,0.00710943,0.00863096,0.292991,-0.121184,0.138825,0.0728645
-1.4026,0.00720476,0.0100247,0.294524,-0.119651,0.140359,0.0736313
-1.397,0.00698542,0.0102849,0.296059,-0.118116,0.141893,0.0751648
-1.39182,0.00649592,0.00996978,0.297592,-0.116583,0.14266,0.0766993
-1.38632,0.00595023,0.0101842,0.299127,-0.115048,0.144195,0.0782328
-1.37972,0.00565273,0.0100659,0.30066,-0.113515,0.144961,0.0790005
-1.37406,0.00595537,0.00988134,0.302195,-0.11198,0.146495,0.080534
-1.36886,0.0052944,0.00928708,0.303728,-0.110447,0.148029,0.0820684
-1.36306,0.00454806,0.00974849,0.304495,-0.108912,0.148796,0.0828352
-1.35743,0.00456146,0.00997346,0.306029,-0.108146,0.150331,0.0843687
-1.3507,0.00374586,0.00821273,0.307563,-0.106611,0.151097,0.0851364
-1.3437,0.00396745,0.00737191,0.309097,-0.105078,0.152631,0.0866699
-1.33603,0.00534201,0.00852198,0.309864,-0.103543,0.154165,0.0874367
-1.3295,0.00609188,0.0106064,0.311399,-0.10201,0.154932,0.0889711
-1.323,0.0064145,0.0111727,0.312932,-0.101243,0.156466,0.0897379
-1.31643,0.00710625,0.0112623,0.313699,-0.0997086,0.158,0.0912724
-1.30786,0.00582695,0.0118598,0.315233,-0.0989418,0.159534,0.0920391
-1.29973,0.00506852,0.0130284,0.316767,-0.0974083,0.160301,0.0935726
-1.29238,0.00457969,0.0128873,0.317534,-0.0958738,0.161835,0.0943403
-1.2849,0.0046262,0.0119698,0.319068,-0.0951071,0.163369,0.0951071
-1.2777,0.00393516,0.011101,0.319835,-0.0935726,0.164903,0.0966406
-1.27039,0.00369247,0.0109007,0.321369,-0.0928059,0.166437,0.098175
-1.26227,0.0038741,0.0108926,0.322136,-0.0912724,0.167204,0.0989418
-1.25448,0.00419738,0.011743,0.32367,-0.0905046,0.168738,0.100475
-1.24578,0.00509822,0.0128188,0.324437,-0.0889711,0.170272,0.101243
-1.23677,0.00601354,0.0140902,0.325971,-0.0874367,0.171806,0.102777
-1.2277,0.00607017,0.0140604,0.326738,-0.0866699,0.172573,0.103543
-1.2188,0.00513255,0.0140775,0.328272,-0.0851364,0.174107,0.105078
-1.21015,0.00624265,0.0154,0.329039,-0.0843687,0.174874,0.106611
-1.20215,0.00670043,0.0172678,0.330573,-0.0828352,0.176408,0.108146
-1.19346,0.00703121,0.0175905,0.33134,-0.0820684,0.177175,0.108912
-1.18324,0.00669177,0.0166496,0.332874,-0.080534,0.178709,0.110447
-1.17412,0.00673006,0.017621,0.333641,-0.0790005,0.179476,0.11198
-1.16411,0.00651012,0.0193095,0.335175,-0.0782328,0.18101,0.112747
-1.15455,0.00594182,0.0196808,0.335942,-0.0766993,0.181777,0.114282
-1.14582,0.00433131,0.0191356,0.337476,-0.0759325,0.183311,0.115815
-1.13635,0.00343446,0.0185376,0.33901,-0.074398,0.184078,0.116583
-1.12626,0.00244141,0.0195118,0.339777,-0.0736313,0.184845,0.118116
-1.1167,0.00277591,0.0203965,0.341311,-0.0720968,0.185612,0.118883
-1.10736,0.00375563,0.020923,0.342078,-0.0705633,0.187146,0.119651
-1.09769,0.00425067,0.0214659,0.343612,-0.0697966,0.187913,0.121184
-1.08815,0.00464981,0.0206875,0.345146,-0.0682621,0.18868,0.121951
-1.07921,0.00483812,0.0217719,0.345913,-0.0674953,0.189446,0.122719
-1.07013,0.0036386,0.0224725,0.347446,-0.0659609,0.190981,0.124252
-1.06124,0.00270122,0.0215546,0.348214,-0.0651941,0.191748,0.125019
-1.05118,0.00251871,0.0221034,0.348981,-0.0636606,0.192514,0.125787
-1.04102,0.00225578,0.0223079,0.350514,-0.0628929,0.193282,0.126554
-1.03052,0.00250931,0.0222691,0.351282,-0.0613594,0.194049,0.12732
-1.01973,0.00282501,0.0221004,0.352816,-0.0605927,0.195582,0.128087
-1.00886,0.0020412,0.0229225,0.353582,-0.0590582,0.19635,0.128855
-0.999456,0.00311442,0.0248857,0.35435,-0.0582914,0.197117,0.129622
-0.990652,0.00289789,0.0261665,0.355884,-0.0575247,0.197884,0.130388
-0.983128,0.00218895,0.0250826,0.35665,-0.0559902,0.19865,0.131155
-0.974454,0.00244488,0.0250021,0.357418,-0.0552235,0.199417,0.131923
-0.964292,0.00266953,0.0240785,0.358952,-0.0544567,0.200185,0.132689
-0.953054,0.00236761,0.0232495,0.359718,-0.053689,0.200952,0.133456
-0.943456,0.00223786,0.0228728,0.360486,-0.0521555,0.201718,0.134223
-0.932784,0.00140734,0.0212303,0.361253,-0.0513887,0.202485,0.134991
-0.921928,0.0012396,0.020674,0.362786,-0.050621,0.203253,0.135757
-0.911381,0.00248451,0.0202438,0.363554,-0.0498543,0.20402,0.136524
-0.900022,0.00305214,0.0208605,0.364321,-0.0490875,0.205553,0.137291
-0.889534,0.0030686,0.0209208,0.365088,-0.0483208,0.206321,0.137291
-0.879676,0.00259177,0.0205914,0.365854,-0.0475531,0.207088,0.138059
-0.870676,0.00266646,0.0197722,0.366622,-0.0467863,0.207854,0.138825
-0.860622,0.00284392,0.0196424,0.367389,-0.0460196,0.208621,0.139592
-0.849608,0.00238459,0.0201552,0.368155,-0.0452528,0.209389,0.140359
-0.838987,0.00154439,0.0201723,0.368922,-0.0444851,0.210155,0.141127
-0.828524,0.00117827,0.0189595,0.36969,-0.0437183,0.210922,0.141893
-0.818279,0.00154494,0.018496,0.370457,-0.0429516,0.211689,0.141893
-0.808478,0.00135521,0.0180306,0.371223,-0.0421848,0.213223,0.143427
-0.797482,0.00211698,0.0169844,0.37199,-0.0414171,0.21399,0.143427
-0.785571,0.00306541,0.0146466,0.372758,-0.0406504,0.214757,0.144195
-0.775669,0.00316505,0.0130685,0.373525,-0.0398836,0.215525,0.144961
-0.766683,0.00183108,0.0118965,0.374291,-0.0391169,0.216291,0.145728
-0.756033,0.00120033,0.0111411,0.375058,-0.0383492,0.217058,0.146495
-0.743623,0.00189254,0.0106154,0.375826,-0.0375824,0.217825,0.147263
-0.732092,0.0026772,0.0106287,0.376593,-0.0368156,0.218593,0.148029
-0.721151,0.00286474,0.0106497,0.377359,-0.0360489,0.219359,0.148029
-0.70987,0.0044302,0.0111008,0.378126,-0.0352812,0.220126,0.148796
-0.6992,0.00425114,0.0103844,0.378126,-0.0345144,0.220893,0.149563
-0.688915,0.00371844,0.00943439,0.378894,-0.0345144,0.221661,0.150331
-0.67777,0.00301789,0.00926711,0.379661,-0.0337477,0.222427,0.151097
-0.666208,0.00157161,0.00783443,0.380427,-0.0329809,0.223194,0.151864
-0.65383,0.000622279,0.00625572,0.381194,-0.0322132,0.223194,0.152631
-0.642274,0.00038459,0.00605637,0.381962,-0.0314465,0.223961,0.153399
-0.631716,0.00161331,0.00488531,0.381962,-0.0306797,0.224729,0.153399
-0.621007,0.00362463,0.0020089,0.382729,-0.0306797,0.225495,0.154165
-0.609368,0.00521102,0.00120213,0.383495,-0.0299129,0.226262,0.154932
-0.597192,0.00475868,0.00100082,0.384262,-0.0291452,0.227029,0.155699
-0.584135,0.00304069,0.0015386,0.38503,-0.0283785,0.227029,0.156466
-0.570442,0.00252096,0.00219484,0.38503,-0.0276117,0.227797,0.157233
-0.557054,0.00271501,0.00307226,0.385797,-0.0276117,0.228563,0.158
-0.544346,0.00381647,0.00327691,0.386563,-0.026845,0.22933,0.158767
-0.532894,0.00435422,0.00195275,0.38733,-0.0260773,0.22933,0.158767
-0.521186,0.00370647,0.00113629,0.38733,-0.0260773,0.230097,0.159534
-0.508118,0.00333681,0.000214024,0.388098,-0.0253105,0.230865,0.160301
-0.495802,0.00338154,-0.00144064,0.388865,-0.0245438,0.230865,0.161068
-0.483459,0.00328039,-0.00272461,0.388865,-0.0245438,0.231631,0.161835
-0.470726,0.00241372,-0.00321011,0.389631,-0.023777,0.232398,0.161835
-0.45888,0.00130238,-0.00263093,0.390398,-0.023777,0.232398,0.162602
-0.447395,0.00144567,-0.00229615,0.390398,-0.0230093,0.233165,0.163369
-0.434347,0.00312815,-0.00251076,0.391166,-0.0222425,0.233165,0.163369
-0.421107,0.00433024,-0.0025553,0.391166,-0.0222425,0.233932,0.164136
-0.406412,0.00365336,-0.00240516,0.391932,-0.0214758,0.233932,0.164903
-0.393032,0.00282751,-0.00201415,0.392699,-0.0214758,0.234699,0.164903
-0.379309,0.00177115,-0.00285596,0.392699,-0.020709,0.234699,0.16567
-0.367161,0.00100864,-0.00267616,0.392699,-0.020709,0.235466,0.16567
-0.354668,0.00127601,-0.00321534,0.393466,-0.0199413,0.235466,0.166437
-0.341269,0.00108648,-0.0039153,0.393466,-0.0199413,0.236233,0.166437
-0.328862,0.00211953,-0.00336674,0.394233,-0.0191746,0.236233,0.167204
-0.316825,0.00337312,-0.00190877,0.394233,-0.0191746,0.236233,0.167204
-0.304069,0.00260707,-0.000726433,0.395,-0.0191746,0.237,0.167971
-0.290412,0.00106759,-0.000561402,0.395,-0.0184078,0.237,0.167971
-0.276344,0.000969632,-4.88E-05,0.395,-0.0184078,0.237,0.168738
-0.262809,0.000378183,0.000886015,0.395767,-0.0184078,0.237767,0.168738
-0.248896,0.000119879,0.00118678,0.395767,-0.0176411,0.237767,0.168738
-0.236101,-5.20E-05,0.00152446,0.395767,-0.0176411,0.237767,0.169505
-0.222971,-0.00120056,0.00145087,0.396534,-0.0176411,0.237767,0.169505
-0.21102,-0.00201313,0.00242052,0.396534,-0.0168734,0.237767,0.169505
-0.199261,-0.00126148,0.00321452,0.396534,-0.0168734,0.238534,0.169505
-0.187267,-0.000587986,0.00385851,0.396534,-0.0168734,0.238534,0.170272
-0.173919,0.000623762,0.00428305,0.397301,-0.0168734,0.238534,0.170272
-0.161108,0.00187252,0.00355197,0.397301,-0.0168734,0.238534,0.170272
-0.147617,0.00254087,0.00296137,0.397301,-0.0161066,0.238534,0.170272
-0.132967,0.00279538,0.00210435,0.397301,-0.0161066,0.238534,0.170272
-0.118809,0.00105979,0.00267855,0.397301,-0.0161066,0.238534,0.170272
-0.105654,-0.000537821,0.00346226,0.397301,-0.0161066,0.239301,0.171039
-0.0932079,-0.000384011,0.00379714,0.397301,-0.0161066,0.239301,0.171039
-0.0805075,0.000392816,0.00381735,0.397301,-0.0161066,0.239301,0.171039
-0.0689225,-0.000105732,0.00440941,0.398068,-0.0161066,0.239301,0.171039
-0.0563536,0.000253356,0.00429484,0.398068,-0.0161066,0.239301,0.171039
-0.0429814,0.000283896,0.00323339,0.398068,-0.0161066,0.239301,0.171039
-0.0298743,0.000841207,0.00241786,0.398068,-0.0161066,0.239301,0.171039
-0.0172624,-0.000268207,0.00271585,0.398068,-0.0161066,0.239301,0.171039
-0.00457801,-0.00203759,0.00245509,0.398068,-0.0161066,0.239301,0.171039
0.00821166,-0.0022404,0.00303272,0.398068,-0.0161066,0.239301,0.171039
0.0213717,-0.00197893,0.00274154,0.398068,-0.0161066,0.239301,0.171039
0.0345904,-0.00310464,0.00236938,0.398068,-0.0161066,0.239301,0.171039
0.0480474,-0.00449794,0.00253183,0.398068,-0.0161066,0.239301,0.171039
0.0588368,-0.00394856,0.00372216,0.398068,-0.0161066,0.239301,0.171039
0.0701044,-0.00220305,0.00409906,0.398068,-0.0161066,0.239301,0.171039
0.0828453,-0.000452706,0.00365838,0.398068,-0.0161066,0.239301,0.171039
0.0966238,0.000974155,0.00161152,0.398068,-0.0161066,0.239301,0.171039
0.11046,0.00199488,-0.000115984,0.398068,-0.0161066,0.239301,0.170272
0.12432,0.00208189,-0.0018168,0.397301,-0.0161066,0.239301,0.170272
0.135902,0.00151402,-0.00232247,0.397301,-0.0161066,0.238534,0.170272
0.147385,0.00161838,-0.00253645,0.397301,-0.0161066,0.238534,0.170272
0.159986,0.00201099,-0.00194116,0.397301,-0.0168734,0.238534,0.170272
0.172792,0.00270133,-0.000491806,0.397301,-0.0168734,0.238534,0.169505
0.184633,0.00275704,0.00138967,0.396534,-0.0168734,0.238534,0.169505
0.196417,0.00238261,0.000937833,0.396534,-0.0168734,0.237767,0.169505
0.207352,0.00131771,-0.000420556,0.396534,-0.0176411,0.237767,0.168738
0.218922,0.000177569,-0.00153932,0.395767,-0.0176411,0.237767,0.168738
0.230523,-0.00073971,-0.00262748,0.395767,-0.0176411,0.237767,0.168738
0.243344,0.000334396,-0.002595,0.395767,-0.0184078,0.237,0.167971
0.255787,-0.000196093,-0.00322162,0.395,-0.0184078,0.237,0.167971
0.2689,-0.00140886,-0.00274799,0.395,-0.0184078,0.237,0.167971
0.282336,-0.0014399,-0.0035692,0.394233,-0.0191746,0.236233,0.167204
0.295368,-0.000146077,-0.00402827,0.394233,-0.0191746,0.236233,0.167204
0.307002,0.00135201,-0.00328575,0.394233,-0.0199413,0.236233,0.166437
0.318182,0.00166505,-0.00257117,0.393466,-0.0199413,0.235466,0.166437
0.330896,0.00209351,-0.00132839,0.393466,-0.020709,0.235466,0.16567
0.342544,0.00184426,-0.000642792,0.392699,-0.020709,0.234699,0.16567
0.354938,0.000505126,0.00016649,0.392699,-0.0214758,0.234699,0.164903
0.367661,-0.000700892,-0.00066992,0.391932,-0.0214758,0.234699,0.164903
0.37994,-0.000218482,-0.00040687,0.391932,-0.0222425,0.233932,0.164136
0.393066,-0.000800015,-0.00132366,0.391166,-0.0222425,0.233932,0.163369
0.406469,-0.00137082,-0.00286278,0.390398,-0.0230093,0.233165,0.163369
0.41847,-0.00176411,-0.0034907,0.390398,-0.0230093,0.233165,0.162602
0.429915,-0.00232323,-0.00393093,0.389631,-0.023777,0.232398,0.162602
0.440768,-0.0027905,-0.00366502,0.389631,-0.023777,0.231631,0.161835
0.452817,-0.00203022,-0.00218506,0.388865,-0.0245438,0.231631,0.161068
0.465577,-0.00114341,-0.0011041,0.388098,-0.0253105,0.230865,0.160301
0.477115,-0.00140255,-0.00166875,0.388098,-0.0253105,0.230865,0.160301
0.489811,-0.00127122,-0.00251205,0.38733,-0.0260773,0.230097,0.159534
0.503186,-0.00129676,-0.00255913,0.386563,-0.026845,0.22933,0.158767
0.516211,-0.001462,-0.00108529,0.385797,-0.026845,0.22933,0.158
0.527164,-0.00104191,7.46E-05,0.385797,-0.0276117,0.228563,0.158
0.53877,-0.00102803,0.000145293,0.38503,-0.0283785,0.227797,0.157233
0.550321,-0.00122246,-0.00128588,0.384262,-0.0291452,0.227029,0.156466
0.561476,-0.00172603,-0.00175092,0.384262,-0.0291452,0.227029,0.155699
0.573337,-0.0020003,-0.00249154,0.383495,-0.0299129,0.226262,0.154932
0.584093,-0.00121009,-0.00251407,0.382729,-0.0306797,0.225495,0.154165
0.595043,-0.00110001,-0.000963085,0.381962,-0.0314465,0.224729,0.153399
0.605316,-0.00159832,0.00112997,0.381194,-0.0314465,0.223961,0.152631
0.617807,-0.00150421,0.00172821,0.381194,-0.0322132,0.223961,0.152631
0.630447,-0.00156694,0.00101743,0.380427,-0.0329809,0.223194,0.151864
0.642971,-0.00205954,-0.000122831,0.379661,-0.0337477,0.222427,0.151097
0.655357,-0.00388201,0.000299319,0.378894,-0.0345144,0.221661,0.150331
0.667464,-0.0047418,-0.000578524,0.378126,-0.0352812,0.220893,0.149563
0.679577,-0.00468999,-0.00111532,0.377359,-0.0360489,0.220126,0.148796
0.689917,-0.00535567,-0.000994788,0.376593,-0.0360489,0.219359,0.148029
0.700069,-0.0053562,-0.000690185,0.376593,-0.0368156,0.218593,0.147263
0.711266,-0.00371742,-0.00102557,0.375826,-0.0375824,0.217825,0.146495
0.722808,-0.00105407,-0.0013364,0.375058,-0.0383492,0.217058,0.146495
0.734366,-0.000358568,-0.00160644,0.374291,-0.0391169,0.216291,0.145728
0.74595,-0.000433908,-0.00302166,0.373525,-0.0398836,0.215525,0.144961
0.757383,0.000393814,-0.00478001,0.372758,-0.0406504,0.21399,0.144195
0.768681,-0.000437551,-0.00489657,0.37199,-0.0414171,0.213223,0.143427
0.77959,-0.00281109,-0.00487032,0.371223,-0.0421848,0.212457,0.14266
0.790884,-0.00390434,-0.00374707,0.370457,-0.0429516,0.211689,0.141893
0.801731,-0.00338595,-0.00286345,0.36969,-0.0437183,0.210922,0.141127
0.811874,-0.00251105,-0.00314087,0.368922,-0.0444851,0.210155,0.140359
0.823057,-0.00183699,-0.00389917,0.368155,-0.0452528,0.209389,0.139592
0.833203,-0.00189912,-0.00446671,0.367389,-0.0460196,0.207854,0.138825
0.843667,-0.00135554,-0.00349216,0.366622,-0.0467863,0.207088,0.138059
0.8545,-0.00232638,-0.00242675,0.365854,-0.0475531,0.206321,0.137291
0.865062,-0.00299137,-0.00299822,0.365088,-0.0483208,0.205553,0.136524
0.876026,-0.00276561,-0.00443786,0.364321,-0.0490875,0.204786,0.135757
0.88625,-0.00319582,-0.0048364,0.362786,-0.0498543,0.203253,0.134991
0.895411,-0.00265452,-0.00523414,0.36202,-0.050621,0.202485,0.134223
0.905685,-0.00268398,-0.00555987,0.361253,-0.0513887,0.201718,0.133456
0.916486,-0.00307131,-0.0048447,0.360486,-0.0529222,0.200952,0.132689
0.925789,-0.00275767,-0.00428485,0.358952,-0.053689,0.200185,0.131923
0.935835,-0.00337289,-0.00349218,0.358185,-0.0544567,0.199417,0.131155
0.945666,-0.0038376,-0.00377582,0.357418,-0.0552235,0.19865,0.130388
0.955778,-0.00446221,-0.00325371,0.355884,-0.056757,0.197117,0.129622
0.965145,-0.00392252,-0.00281929,0.355117,-0.0575247,0.19635,0.128855
0.974627,-0.00410702,-0.00302319,0.35435,-0.0582914,0.195582,0.12732
0.984371,-0.00443847,-0.00403131,0.352816,-0.0598249,0.194816,0.126554
0.994683,-0.00397807,-0.00549022,0.352049,-0.0605927,0.194049,0.125787
1.00436,-0.0037906,-0.00652271,0.350514,-0.0621262,0.192514,0.125019
1.01362,-0.00364947,-0.00561041,0.349748,-0.0628929,0.191748,0.123486
1.02293,-0.00365158,-0.0056886,0.348214,-0.0644274,0.190981,0.122719
1.03206,-0.00527711,-0.0052245,0.347446,-0.0651941,0.189446,0.121184
1.03949,-0.00567537,-0.00511656,0.345913,-0.0667286,0.18868,0.120418
1.04787,-0.00472812,-0.00538067,0.345146,-0.0674953,0.187913,0.119651
1.05653,-0.00543166,-0.00645296,0.343612,-0.0690289,0.187146,0.118116
1.06485,-0.00721369,-0.00583495,0.342845,-0.0697966,0.185612,0.116583
1.07332,-0.00812364,-0.00520594,0.341311,-0.0713301,0.184845,0.115815
1.08179,-0.00727303,-0.00471468,0.339777,-0.0720968,0.183311,0.114282
1.09083,-0.00717685,-0.00465421,0.33901,-0.0736313,0.182544,0.112747
1.10002,-0.00617767,-0.00654189,0.337476,-0.0751648,0.181777,0.111214
1.10911,-0.00412176,-0.00664204,0.336709,-0.0759325,0.180243,0.110447
1.11777,-0.0038957,-0.00571575,0.335175,-0.077466,0.179476,0.108912
1.12554,-0.00530958,-0.004273,0.333641,-0.0782328,0.177942,0.107379
1.13254,-0.00560933,-0.00422849,0.332874,-0.0797672,0.176408,0.106611
1.1406,-0.00497047,-0.00357422,0.33134,-0.080534,0.175641,0.105078
1.14787,-0.00522088,-0.00368351,0.330573,-0.0820684,0.174107,0.103543
1.15534,-0.00500347,-0.00455722,0.329039,-0.0828352,0.17334,0.102777
1.16239,-0.0051876,-0.00577378,0.328272,-0.0843687,0.171806,0.101243
1.16989,-0.00519844,-0.00607337,0.326738,-0.0851364,0.170272,0.100475
1.17805,-0.0047802,-0.00639841,0.325971,-0.0866699,0.169505,0.0989418
1.18572,-0.00389158,-0.0066658,0.324437,-0.0874367,0.167971,0.098175
1.19272,-0.00375601,-0.00594726,0.32367,-0.0889711,0.166437,0.0966406
1.19932,-0.00557218,-0.00643163,0.322903,-0.0897379,0.164903,0.0958738
1.20661,-0.00561408,-0.00689185,0.321369,-0.0912724,0.164136,0.0943403
1.21341,-0.00489465,-0.00699695,0.320602,-0.0920391,0.162602,0.0935726
1.21984,-0.00375262,-0.00606803,0.319068,-0.0935726,0.161068,0.0920391
1.22723,-0.00341307,-0.00554095,0.318301,-0.0943403,0.159534,0.0912724
1.23632,-0.0028936,-0.00503831,0.316767,-0.0958738,0.158767,0.0897379
1.24357,-0.00216302,-0.00419638,0.315233,-0.0966406,0.157233,0.0889711
1.25022,-0.00302452,-0.00421167,0.314466,-0.098175,0.155699,0.0882044
1.25702,-0.00274865,-0.00434771,0.312932,-0.0989418,0.154932,0.0866699
1.26413,-0.00200576,-0.00490972,0.312165,-0.100475,0.153399,0.0859032
1.2715,-0.00127407,-0.00574491,0.310631,-0.10201,0.152631,0.0843687
1.27789,-0.00050401,-0.00683101,0.309097,-0.102777,0.151097,0.083602
1.28358,-0.00163865,-0.00735964,0.308331,-0.104311,0.149563,0.0820684
1.28829,-0.00309711,-0.00720725,0.306796,-0.105844,0.148796,0.0813007
1.29304,-0.0032765,-0.0075015,0.305263,-0.106611,0.147263,0.0797672
1.29829,-0.00537133,-0.00683493,0.303728,-0.108146,0.146495,0.0790005
1.30412,-0.00603956,-0.00598512,0.302195,-0.109679,0.144961,0.077466
1.31017,-0.00615081,-0.00653892,0.301427,-0.111214,0.144195,0.0766993
1.31574,-0.00607995,-0.0066718,0.299893,-0.112747,0.14266,0.0751648
1.32067,-0.00486899,-0.00640459,0.298359,-0.113515,0.141893,0.0736313
1.32735,-0.00389945,-0.00615832,0.296825,-0.115048,0.140359,0.0720968
1.33454,-0.00329565,-0.00621582,0.295291,-0.116583,0.138825,0.0705633
1.34016,-0.00343745,-0.00631902,0.293757,-0.118116,0.138059,0.0690289
1.3462,-0.00396892,-0.0053498,0.292224,-0.119651,0.136524,0.0674953
1.35123,-0.00424594,-0.00613371,0.290689,-0.121184,0.134991,0.0659609
1.35608,-0.0050561,-0.00633092,0.289923,-0.122719,0.134223,0.0644274
1.36044,-0.00376421,-0.00452789,0.288388,-0.124252,0.132689,0.0628929
1.3643,-0.00397067,-0.00500849,0.286855,-0.125019,0.131155,0.0605927
1.37004,-0.00422601,-0.00519703,0.28532,-0.126554,0.129622,0.0590582
1.37648,-0.00539229,-0.00505377,0.283787,-0.128087,0.128087,0.0575247
1.38115,-0.00639321,-0.00436991,0.282252,-0.129622,0.12732,0.0559902
1.38426,-0.00671728,-0.0042399,0.280719,-0.130388,0.125787,0.0544567
1.38706,-0.00651639,-0.00486772,0.279952,-0.131923,0.124252,0.0529222
1.39074,-0.00650072,-0.00420516,0.278418,-0.133456,0.122719,0.0521555
1.39453,-0.00653422,-0.00308735,0.276884,-0.134991,0.121184,0.0498543
1.39824,-0.00544575,-0.00301369,0.276116,-0.136524,0.119651,0.0490875
1.40212,-0.00466459,-0.00281488,0.274583,-0.137291,0.118116,0.0475531
1.40538,-0.00536056,-0.00242886,0.273048,-0.138825,0.116583,0.0460196
1.40949,-0.00549866,-0.00402312,0.272282,-0.140359,0.115048,0.0452528
1.41356,-0.00522731,-0.00567744,0.270748,-0.141127,0.113515,0.0437183
1.41822,-0.00468469,-0.00589793,0.269214,-0.14266,0.11198,0.0421848
1.42274,-0.00369274,-0.00563046,0.26768,-0.144195,0.110447,0.0414171
1.42673,-0.00336877,-0.0053248,0.266912,-0.144961,0.108912,0.0398836
1.42956,-0.00374941,-0.00604096,0.265379,-0.146495,0.107379,0.0383492
1.43228,-0.00440911,-0.00619625,0.263844,-0.148029,0.105844,0.0375824
1.43295,-0.00548783,-0.005459,0.262311,-0.148796,0.105078,0.0360489
1.43527,-0.00453995,-0.00488912,0.260777,-0.150331,0.103543,0.0352812
1.43982,-0.00436614,-0.00451904,0.259243,-0.151864,0.10201,0.0337477
1.44397,-0.00392352,-0.00359777,0.257709,-0.153399,0.100475,0.0322132
1.44731,-0.00285844,-0.00320678,0.256175,-0.154932,0.0997086,0.0314465
1.44899,-0.00255656,-0.00344511,0.254641,-0.156466,0.098175,0.0299129
1.45091,-0.0029458,-0.00414766,0.253107,-0.158,0.0966406,0.0283785
1.45311,-0.00408847,-0.00356164,0.251573,-0.158767,0.0958738,0.0276117
1.45672,-0.00520441,-0.00488386,0.250039,-0.160301,0.0943403,0.0260773
1.46025,-0.00606,-0.00615475,0.248505,-0.161835,0.0928059,0.0245438
1.46221,-0.00617945,-0.00715527,0.246971,-0.164136,0.0912724,0.0230093
1.46477,-0.00675137,-0.00678054,0.245437,-0.16567,0.0897379,0.0214758
1.46758,-0.00803553,-0.00652327,0.243903,-0.167204,0.0889711,0.0191746
1.46993,-0.00972264,-0.00614183,0.242369,-0.168738,0.0874367,0.0176411
1.47313,-0.00971405,-0.00636416,0.240068,-0.170272,0.0859032,0.0161066
1.47543,-0.00930464,-0.006295,0.238534,-0.171806,0.0843687,0.0145731
1.47687,-0.00712772,-0.00653941,0.237,-0.17334,0.0828352,0.0122719
1.47884,-0.00584162,-0.00715929,0.235466,-0.174874,0.0813007,0.0107374
1.48165,-0.00473148,-0.00782257,0.233932,-0.176408,0.0797672,0.00920391
1.48273,-0.00493227,-0.00746083,0.232398,-0.177942,0.0782328,0.00690269
1.48355,-0.00575643,-0.00700894,0.230865,-0.179476,0.0766993,0.00536919
1.48541,-0.00620545,-0.00683879,0.22933,-0.18101,0.0751648,0.00383472
1.48615,-0.00670991,-0.00627012,0.227797,-0.182544,0.0736313,0.00230122
1.48596,-0.00767524,-0.00507468,0.227029,-0.184078,0.0720968,0.000766754
