p,q,r,theta_1,theta_2,theta_3,theta_4
0.0938373,-4.79E-05,-0.000578308,0.291456,-0.121951,0.136524,0.0690289
0.100225,0.000237836,-0.000232727,0.291456,-0.121951,0.136524,0.0690289
0.10653,0.000670767,0.000897012,0.291456,-0.121951,0.136524,0.0690289
0.112555,0.00063604,0.000999256,0.291456,-0.121951,0.136524,0.0690289
0.11814,0.00155035,0.00052949,0.290689,-0.121951,0.135757,0.0682621
0.124137,0.00222625,-0.000431211,0.290689,-0.121951,0.135757,0.0682621
0.128948,0.00236765,-0.000571058,0.290689,-0.122719,0.135757,0.0682621
0.134092,0.00197661,0.000521026,0.290689,-0.122719,0.135757,0.0682621
0.140279,0.00138713,0.00097113,0.290689,-0.122719,0.135757,0.0682621
0.146744,0.00109717,0.0012559,0.289923,-0.122719,0.135757,0.0682621
0.152756,0.00166655,0.00059618,0.289923,-0.122719,0.134991,0.0674953
0.15866,0.00272278,0.00034812,0.289923,-0.123486,0.134991,0.0674953
0.162867,0.00193471,-0.000317485,0.289923,-0.123486,0.134991,0.0674953
0.166319,0.000382489,-0.00151391,0.289923,-0.123486,0.134991,0.0674953
0.170551,-0.00147484,-0.00115929,0.289156,-0.123486,0.134991,0.0667286
0.176252,-0.00134491,-0.00133975,0.289156,-0.123486,0.134223,0.0667286
0.181871,-0.000619055,-0.0014334,0.289156,-0.124252,0.134223,0.0667286
0.187165,-1.45E-05,-0.00142723,0.289156,-0.124252,0.134223,0.0667286
0.192842,0.000681861,-0.00188679,0.288388,-0.124252,0.134223,0.0659609
0.198628,0.000825933,-0.00139005,0.288388,-0.125019,0.133456,0.0659609
0.204463,0.000123813,-0.000936181,0.288388,-0.125019,0.133456,0.0659609
0.210168,2.15E-05,-0.000312791,0.287621,-0.125019,0.133456,0.0651941
0.215751,-0.000649997,-0.00116769,0.287621,-0.125019,0.133456,0.0651941
0.220606,-0.00133448,-0.0023068,0.287621,-0.125787,0.132689,0.0651941
0.225467,-0.000582763,-0.0012375,0.287621,-0.125787,0.132689,0.0644274
0.231247,0.000578261,-0.000399896,0.286855,-0.125787,0.132689,0.0644274
0.236147,0.00161107,-0.000854188,0.286855,-0.126554,0.131923,0.0644274
0.239965,0.00119464,-0.00189401,0.286855,-0.126554,0.131923,0.0636606
0.245018,0.00109962,-0.00178705,0.286088,-0.126554,0.131923,0.0636606
0.251347,-0.000279241,-0.00100277,0.286088,-0.12732,0.131155,0.0628929
0.257867,0.000106699,0.000568665,0.286088,-0.12732,0.131155,0.0628929
0.263857,0.000934816,0.00051546,0.28532,-0.12732,0.131155,0.0621262
0.269087,-1.03E-05,-0.000803904,0.28532,-0.128087,0.130388,0.0621262
0.273958,-8.15E-05,-0.00149588,0.28532,-0.128087,0.130388,0.0621262
0.279221,-0.000132294,-0.00135733,0.284554,-0.128087,0.130388,0.0613594
0.283685,0.00128681,-0.00119609,0.284554,-0.128855,0.129622,0.0613594
0.288885,0.00158358,-0.0012455,0.283787,-0.128855,0.129622,0.0605927
0.29417,0.000759183,-0.00125232,0.283787,-0.128855,0.128855,0.0605927
0.300602,0.000373713,-0.00103169,0.283787,-0.129622,0.128855,0.0598249
0.30564,-8.62E-05,-0.000301459,0.28302,-0.129622,0.128855,0.0598249
0.310303,-0.000173927,-0.00112908,0.28302,-0.130388,0.128087,0.0590582
0.315234,-0.000468657,-0.00214084,0.28302,-0.130388,0.128087,0.0590582
0.319045,-0.000106366,-0.00187382,0.282252,-0.130388,0.12732,0.0590582
0.323313,-0.000864656,-0.00170316,0.282252,-0.131155,0.12732,0.0582914
0.327192,-0.000819319,-0.0015391,0.281486,-0.131155,0.12732,0.0575247
0.332049,-0.00111142,-0.00169041,0.281486,-0.131923,0.126554,0.0575247
0.337656,-0.000624628,-0.00133119,0.280719,-0.131923,0.126554,0.056757
0.343863,-0.000573718,-0.000849866,0.280719,-0.132689,0.125787,0.056757
0.348934,7.22E-05,-0.00141125,0.280719,-0.132689,0.125787,0.0559902
0.35227,0.00125257,-0.00161067,0.279952,-0.132689,0.125019,0.0559902
0.356089,0.000823899,-0.00225456,0.279952,-0.133456,0.125019,0.0552235
0.359846,0.000233359,-0.00197548,0.279184,-0.133456,0.124252,0.0552235
0.364631,-0.00025271,-0.00215448,0.279184,-0.134223,0.124252,0.0544567
0.369175,-0.000795745,-0.00145229,0.278418,-0.134223,0.123486,0.0544567
0.373817,-0.000165449,-0.00113525,0.278418,-0.134991,0.123486,0.053689
0.378802,0.000191501,-0.000425578,0.277651,-0.134991,0.122719,0.053689
0.383581,5.65E-07,0.000104203,0.277651,-0.135757,0.122719,0.0529222
0.387007,-0.000512623,0.000118299,0.277651,-0.135757,0.121951,0.0529222
0.390449,-0.00107828,-0.000481204,0.276884,-0.136524,0.121951,0.0521555
0.394705,-0.00163915,-0.000592441,0.276884,-0.136524,0.121184,0.0521555
0.398926,0.000469453,0.000135801,0.276116,-0.137291,0.121184,0.0513887
0.403267,0.0020742,0.000436432,0.276116,-0.137291,0.120418,0.0513887
0.408511,0.00320472,-0.001212,0.27535,-0.138059,0.119651,0.050621
0.413318,0.00246664,-0.00278102,0.27535,-0.138059,0.119651,0.050621
0.418054,-4.28E-05,-0.00367098,0.274583,-0.138825,0.118883,0.0498543
0.422662,-0.00193865,-0.00431167,0.274583,-0.138825,0.118883,0.0498543
0.425563,-0.00145222,-0.00380834,0.273816,-0.139592,0.118116,0.0490875
0.428899,0.000287599,-0.00295541,0.273816,-0.139592,0.11735,0.0483208
0.433618,0.000422357,-0.00220261,0.273048,-0.140359,0.11735,0.0483208
0.437607,0.000472925,-0.00292148,0.273048,-0.140359,0.116583,0.0475531
0.442278,-0.000386552,-0.00238139,0.272282,-0.141127,0.116583,0.0475531
0.446657,-0.000860349,-0.0019594,0.272282,-0.141127,0.115815,0.0467863
0.449579,-0.000970894,-0.00287601,0.271515,-0.141893,0.115048,0.0467863
0.45324,-0.00165069,-0.004121,0.270748,-0.141893,0.115048,0.0460196
0.45552,-0.00209272,-0.00432351,0.270748,-0.14266,0.114282,0.0460196
0.457888,-0.000668266,-0.00355078,0.26998,-0.14266,0.113515,0.0452528
0.462008,0.000101394,-0.00240058,0.26998,-0.143427,0.113515,0.0452528
0.465496,-0.00121753,-0.00192052,0.269214,-0.144195,0.112747,0.0444851
0.468194,-0.00289296,-0.00179699,0.269214,-0.144195,0.11198,0.0444851
0.472262,-0.00228551,-0.00258353,0.268447,-0.144961,0.11198,0.0437183
0.476203,-0.000704237,-0.0030009,0.268447,-0.144961,0.111214,0.0429516
0.48016,-2.16E-05,-0.00281582,0.26768,-0.145728,0.111214,0.0429516
0.482759,-0.000350931,-0.00313713,0.266912,-0.145728,0.110447,0.0421848
0.486177,0.00052525,-0.00296757,0.266912,-0.146495,0.109679,0.0421848
0.491261,0.0011575,-0.00412564,0.266146,-0.146495,0.109679,0.0414171
0.495412,0.000807314,-0.00459602,0.265379,-0.147263,0.108912,0.0414171
0.497963,-0.000498892,-0.00405029,0.265379,-0.148029,0.108146,0.0406504
0.500757,-0.0001852,-0.00328974,0.264612,-0.148029,0.108146,0.0406504
0.503713,-0.000235007,-0.0032249,0.264612,-0.148796,0.107379,0.0398836
0.507269,-0.000416161,-0.0033131,0.263844,-0.148796,0.106611,0.0391169
0.509786,-0.00185456,-0.00117499,0.263078,-0.149563,0.106611,0.0391169
0.512828,-0.00170636,-8.94E-05,0.263078,-0.150331,0.105844,0.0383492
0.516616,-0.00179093,0.000171087,0.262311,-0.150331,0.105078,0.0383492
0.52148,-0.00247753,-0.000945256,0.261544,-0.151097,0.105078,0.0375824
0.524972,-0.00235129,-0.00175372,0.261544,-0.151097,0.104311,0.0368156
0.528272,-0.00222486,-0.00223988,0.260777,-0.151864,0.103543,0.0368156
0.530354,-0.00208079,-0.00216891,0.26001,-0.152631,0.103543,0.0360489
0.531775,-0.00231744,-0.00175308,0.259243,-0.153399,0.102777,0.0360489
0.534038,-0.00202591,9.86E-05,0.259243,-0.153399,0.10201,0.0352812
0.537634,-0.00132303,0.000539414,0.258476,-0.154165,0.10201,0.0352812
0.539685,-0.000711062,-0.000251585,0.257709,-0.154932,0.101243,0.0345144
0.541326,-0.000405834,-0.000154377,0.256942,-0.154932,0.100475,0.0337477
0.544629,-0.00111014,-0.00047686,0.256942,-0.155699,0.100475,0.0337477
0.548617,-0.00179236,-0.00133877,0.256175,-0.156466,0.0997086,0.0329809
0.551864,-0.00162695,-0.00107786,0.255408,-0.157233,0.0997086,0.0322132
0.554633,-0.00244522,-0.00107204,0.254641,-0.157233,0.0989418,0.0322132
0.558086,-0.00295279,-0.00195587,0.254641,-0.158,0.098175,0.0314465
0.56101,-0.00333034,-0.0017894,0.253874,-0.158767,0.098175,0.0314465
0.563603,-0.00318307,-0.00152455,0.253107,-0.159534,0.0974083,0.0306797
0.5662,-0.00282965,-0.000589044,0.25234,-0.159534,0.0966406,0.0299129
0.56781,-0.00206608,-0.000862398,0.251573,-0.160301,0.0966406,0.0291452
0.56985,-0.00177119,-0.00128442,0.251573,-0.161068,0.0958738,0.0291452
0.572208,-0.00260719,-0.00258929,0.250806,-0.161835,0.0951071,0.0283785
0.573592,-0.00275026,-0.00307904,0.250039,-0.162602,0.0951071,0.0276117
0.574725,-0.0011145,-0.00265168,0.249272,-0.162602,0.0943403,0.0276117
0.576522,-0.000854121,-0.00190154,0.248505,-0.163369,0.0935726,0.026845
0.578284,-0.000756153,-0.00115261,0.248505,-0.164136,0.0928059,0.0260773
0.580012,-0.00206971,-0.0021287,0.247738,-0.164903,0.0928059,0.0253105
0.581361,-0.0024379,-0.00403752,0.246971,-0.16567,0.0920391,0.0253105
0.5835,-0.00306565,-0.00449396,0.246204,-0.166437,0.0912724,0.0245438
0.585264,-0.0031613,-0.00409968,0.245437,-0.167204,0.0912724,0.023777
0.587528,-0.00169182,-0.00424888,0.24467,-0.167204,0.0905046,0.0230093
0.588907,-0.00164309,-0.00383459,0.243903,-0.167971,0.0897379,0.0222425
0.59036,-0.00177205,-0.00310189,0.243903,-0.168738,0.0889711,0.0222425
0.590873,-0.00168794,-0.00234392,0.243136,-0.169505,0.0889711,0.0214758
0.5929,-0.00111567,-0.00215895,0.242369,-0.170272,0.0882044,0.020709
0.594448,-0.00113984,-0.00184815,0.241602,-0.170272,0.0874367,0.0199413
0.595037,-0.00277107,-0.0019772,0.240835,-0.171039,0.0866699,0.0191746
0.596907,-0.00407185,-0.001589,0.240068,-0.171806,0.0859032,0.0184078
0.597789,-0.00424497,-0.00235414,0.239301,-0.172573,0.0859032,0.0176411
0.600171,-0.00300875,-0.000911527,0.238534,-0.17334,0.0851364,0.0168734
0.602725,-0.00224378,0.000874004,0.238534,-0.17334,0.0843687,0.0161066
0.605723,-0.00217374,0.00136486,0.237767,-0.174107,0.083602,0.0153399
0.606861,-0.00254477,6.32E-06,0.237,-0.174874,0.083602,0.0145731
0.606972,-0.00400804,-0.00167355,0.236233,-0.175641,0.0828352,0.0145731
0.608174,-0.00445238,-0.00324894,0.235466,-0.176408,0.0820684,0.0138054
0.608989,-0.004139,-0.00338283,0.234699,-0.176408,0.0813007,0.0130386
0.609906,-0.00324888,-0.00426031,0.234699,-0.177175,0.080534,0.0122719
0.610679,-0.00290167,-0.00443293,0.233932,-0.177942,0.080534,0.0115051
0.612072,-0.00302976,-0.0040384,0.233165,-0.178709,0.0797672,0.0107374
0.614093,-0.00224997,-0.00358529,0.232398,-0.179476,0.0790005,0.00997066
0.615836,-0.00144402,-0.00288757,0.231631,-0.179476,0.0782328,0.00920391
0.617101,-0.000727036,-0.00345378,0.230865,-0.180243,0.077466,0.00843716
0.617632,-0.000548021,-0.0036495,0.230865,-0.18101,0.0766993,0.00766945
0.616673,-0.000799925,-0.00293553,0.230097,-0.181777,0.0766993,0.00690269
0.61573,-0.00093484,-0.00302091,0.22933,-0.182544,0.0759325,0.00613594
0.617723,-0.00103528,-0.00232264,0.228563,-0.182544,0.0751648,0.00536919
0.617551,-0.00155891,-0.00187802,0.228563,-0.183311,0.074398,0.00536919
0.616853,-0.00164546,-0.0021687,0.227797,-0.184078,0.0736313,0.00460148
0.617765,-0.00183646,-0.00209793,0.227029,-0.184845,0.0728645,0.00383472
0.618564,-0.000990176,-0.00172124,0.226262,-0.184845,0.0720968,0.00306797
0.619334,-0.00166072,-0.00192724,0.226262,-0.185612,0.0713301,0.00230122
0.620157,-0.00282718,-0.000811779,0.225495,-0.186378,0.0705633,0.00153351
0.621884,-0.00286232,-0.000886814,0.224729,-0.187146,0.0705633,0.00153351
0.622889,-0.00231841,-0.000996643,0.223961,-0.187913,0.0697966,0.000766754
0.623421,-0.00267647,-0.00159793,0.223194,-0.187913,0.0690289,0
0.622562,-0.00174459,-0.00151868,0.223194,-0.18868,0.0682621,-0.000766754
0.622365,-0.00115144,-0.00145667,0.222427,-0.189446,0.0674953,-0.00153351
0.621954,-0.000725174,-0.00156738,0.221661,-0.190214,0.0667286,-0.00230122
0.622745,-0.000938409,-0.00132834,0.220893,-0.190981,0.0659609,-0.00230122
0.623143,-0.00113917,-0.00195443,0.220893,-0.190981,0.0651941,-0.00306797
0.623633,-0.00124791,-0.00389847,0.220126,-0.191748,0.0644274,-0.00383472
0.624043,-0.000799843,-0.00574967,0.219359,-0.192514,0.0636606,-0.00383472
0.623042,-0.00191946,-0.00616068,0.218593,-0.193282,0.0628929,-0.00460148
0.623283,-0.00258722,-0.00473709,0.217825,-0.193282,0.0628929,-0.00536919
0.624512,-0.00205241,-0.00359167,0.217825,-0.194049,0.0621262,-0.00613594
0.626457,-0.000755848,-0.00252042,0.217058,-0.194816,0.0613594,-0.00690269
0.627368,-0.00110257,-0.00165866,0.216291,-0.195582,0.0605927,-0.00690269
0.627004,-0.00234484,-0.00187074,0.215525,-0.195582,0.0598249,-0.00766945
0.624896,-0.00178006,-0.0031209,0.214757,-0.19635,0.0590582,-0.00843716
0.624195,-0.00223693,-0.00283214,0.21399,-0.197117,0.0582914,-0.00843716
0.624216,-0.00246824,-0.00113926,0.21399,-0.197884,0.0575247,-0.00920391
0.623168,-0.00288114,0.000742941,0.213223,-0.197884,0.0575247,-0.00997066
0.622012,-0.00366712,0.000670566,0.212457,-0.19865,0.056757,-0.0107374
0.621139,-0.00357732,-0.000368678,0.211689,-0.199417,0.0559902,-0.0107374
0.61974,-0.00154206,-0.00151192,0.210922,-0.200185,0.0552235,-0.0115051
0.618863,-0.000178718,-0.00204452,0.210922,-0.200185,0.0544567,-0.0122719
0.618495,0.000529415,-0.00134689,0.210155,-0.200952,0.0544567,-0.0122719
0.617723,0.000110059,-0.00024099,0.209389,-0.201718,0.053689,-0.0130386
0.617334,-0.000646391,9.12E-05,0.208621,-0.202485,0.0529222,-0.0138054
0.616832,-0.00123991,-0.00102249,0.207854,-0.203253,0.0521555,-0.0138054
0.615914,-0.00162295,-0.00174585,0.207088,-0.20402,0.0521555,-0.0145731
0.614674,-0.00212305,-0.0020643,0.206321,-0.20402,0.0513887,-0.0153399
0.613767,-0.00212202,-0.00117804,0.206321,-0.204786,0.050621,-0.0161066
0.611801,-0.00184871,-0.0013106,0.205553,-0.205553,0.0498543,-0.0161066
0.608424,-0.00124943,-0.00272765,0.204786,-0.206321,0.0498543,-0.0168734
0.606584,-0.00118309,-0.00381903,0.20402,-0.207088,0.0490875,-0.0176411
0.606796,-0.000508809,-0.00485148,0.203253,-0.207854,0.0483208,-0.0176411
0.606723,-0.00132205,-0.00569967,0.202485,-0.207854,0.0475531,-0.0184078
0.607242,-0.00256669,-0.00587218,0.202485,-0.208621,0.0475531,-0.0191746
0.606792,-0.00400516,-0.00510896,0.201718,-0.209389,0.0467863,-0.0199413
0.604814,-0.00431413,-0.00310234,0.200952,-0.210155,0.0460196,-0.0199413
0.603943,-0.00327245,-0.00208733,0.200185,-0.210922,0.0452528,-0.020709
0.602233,-0.00337019,-0.00200515,0.199417,-0.211689,0.0452528,-0.0214758
0.600569,-0.00445335,-0.00215888,0.19865,-0.212457,0.0444851,-0.0222425
0.599346,-0.00354354,-0.00223484,0.197884,-0.212457,0.0437183,-0.0222425
0.597244,-0.00288592,-0.00175882,0.197884,-0.213223,0.0437183,-0.0230093
0.596446,-0.0027323,-0.00172933,0.197117,-0.21399,0.0429516,-0.023777
0.595329,-0.00374407,-0.00251346,0.19635,-0.214757,0.0421848,-0.0245438
0.5941,-0.00384092,-0.00380581,0.195582,-0.215525,0.0414171,-0.0253105
0.592469,-0.00210522,-0.0047359,0.194816,-0.216291,0.0414171,-0.0253105
0.590775,-0.00197882,-0.00465316,0.194049,-0.217058,0.0406504,-0.0260773
0.589593,-0.000478597,-0.00433029,0.193282,-0.217058,0.0398836,-0.026845
0.588284,-0.000534349,-0.0038629,0.193282,-0.217825,0.0391169,-0.0276117
0.587142,-0.00108708,-0.00257493,0.192514,-0.218593,0.0391169,-0.0283785
0.584666,-0.00241281,-0.00128158,0.191748,-0.219359,0.0383492,-0.0291452
0.580814,-0.00336871,2.73E-06,0.190981,-0.220126,0.0375824,-0.0299129
0.577516,-0.00322014,-0.00139926,0.190214,-0.220126,0.0368156,-0.0299129
0.575165,-0.00225758,-0.00207884,0.189446,-0.220893,0.0368156,-0.0306797
0.574098,-0.00218229,-0.00341139,0.189446,-0.221661,0.0360489,-0.0314465
0.571758,-0.00187475,-0.00253484,0.18868,-0.222427,0.0352812,-0.0322132
0.569991,-0.00124478,-0.00258713,0.187913,-0.222427,0.0345144,-0.0329809
0.568128,-0.00211861,-0.00349877,0.187146,-0.223194,0.0345144,-0.0337477
0.566296,-0.00313503,-0.00330764,0.187146,-0.223961,0.0337477,-0.0345144
0.56443,-0.00212384,-0.0020251,0.186378,-0.224729,0.0329809,-0.0352812
0.56332,-0.00302838,-0.00220336,0.185612,-0.224729,0.0329809,-0.0352812
0.561004,-0.00307101,-0.00180056,0.184845,-0.225495,0.0322132,-0.0360489
0.55847,-0.00265575,-0.00158093,0.184845,-0.226262,0.0314465,-0.0368156
0.555306,-0.00227991,-0.00239559,0.184078,-0.227029,0.0306797,-0.0375824
0.551882,-0.00249291,-0.00421888,0.183311,-0.227029,0.0306797,-0.0383492
0.549314,-0.0022217,-0.00415097,0.182544,-0.227797,0.0299129,-0.0391169
0.54748,-0.000685626,-0.00239717,0.182544,-0.228563,0.0291452,-0.0391169
0.545645,0.000363379,-0.000763276,0.181777,-0.228563,0.0283785,-0.0398836
0.54353,0.000441416,-0.00120895,0.18101,-0.22933,0.0283785,-0.0406504
0.540868,-0.000621238,-0.00278244,0.18101,-0.230097,0.0276117,-0.0414171
0.537046,-0.00195661,-0.00267765,0.180243,-0.230865,0.026845,-0.0421848
0.533942,-0.00211587,-0.00273768,0.179476,-0.230865,0.026845,-0.0421848
0.531428,-0.00264412,-0.00250885,0.179476,-0.231631,0.0260773,-0.0429516
0.52909,-0.0012053,-0.00270691,0.178709,-0.232398,0.0253105,-0.0437183
0.526452,-0.000363977,-0.00253644,0.178709,-0.232398,0.0245438,-0.0444851
0.524176,0.00137411,-0.0026751,0.177942,-0.233165,0.0245438,-0.0444851
0.521705,0.00229241,-0.00266502,0.177175,-0.233932,0.023777,-0.0452528
0.518584,0.00218311,-0.00214617,0.177175,-0.233932,0.0230093,-0.0460196
0.516959,0.00150123,-0.00141002,0.176408,-0.234699,0.0222425,-0.0467863
0.514771,0.000227212,-0.000344344,0.176408,-0.235466,0.0222425,-0.0467863
0.51129,-0.000228272,-0.000431978,0.175641,-0.235466,0.0214758,-0.0475531
0.507857,-0.00166359,-0.000440688,0.174874,-0.236233,0.020709,-0.0475531
0.504169,-0.00263573,-0.000594766,0.174874,-0.236233,0.0199413,-0.0483208
0.500924,-0.00247958,-0.00091754,0.174107,-0.237,0.0199413,-0.0490875
0.498586,-0.00145153,-0.00167771,0.17334,-0.237767,0.0191746,-0.0490875
0.494662,-0.000765392,-0.00203779,0.17334,-0.237767,0.0184078,-0.0498543
0.490069,0.000612481,-0.00186177,0.172573,-0.238534,0.0184078,-0.050621
0.487272,0.000750973,-0.000532241,0.172573,-0.238534,0.0176411,-0.050621
0.485564,0.000468298,0.00018227,0.171806,-0.239301,0.0168734,-0.0513887
0.482984,-0.000341014,-2.65E-05,0.171039,-0.240068,0.0168734,-0.0513887
0.479963,-0.00104784,-0.000307896,0.171039,-0.240068,0.0161066,-0.0521555
0.476798,-0.00261835,2.09E-05,0.170272,-0.240835,0.0153399,-0.0529222
0.472594,-0.0020487,0.00040727,0.170272,-0.240835,0.0153399,-0.0529222
0.468797,-0.000919917,-0.000434519,0.169505,-0.241602,0.0145731,-0.053689
0.464947,-0.000772358,-0.00246782,0.168738,-0.241602,0.0138054,-0.053689
0.461275,-0.00024406,-0.00223041,0.168738,-0.242369,0.0138054,-0.0544567
0.456679,0.00058446,-0.00208659,0.167971,-0.242369,0.0130386,-0.0544567
0.453315,0.000697098,-0.00156417,0.167971,-0.243136,0.0122719,-0.0552235
0.449722,0.000178366,-0.00189562,0.167204,-0.243903,0.0122719,-0.0552235
0.447013,-0.00187328,-0.00199242,0.167204,-0.243903,0.0115051,-0.0559902
0.443054,-0.00372157,-0.00273456,0.166437,-0.24467,0.0115051,-0.0559902
0.439096,-0.00462615,-0.00397293,0.166437,-0.24467,0.0107374,-0.056757
0.435522,-0.00445142,-0.00379171,0.16567,-0.245437,0.00997066,-0.056757
0.432179,-0.00397456,-0.00327756,0.164903,-0.245437,0.00997066,-0.0575247
0.428727,-0.0019069,-0.0023034,0.164903,-0.246204,0.00920391,-0.0575247
0.425272,-0.000939594,-0.00139528,0.164136,-0.246204,0.00920391,-0.0582914
0.419661,-0.000923635,-0.00140589,0.164136,-0.246971,0.00843716,-0.0582914
0.414465,-0.00099522,-0.000423015,0.163369,-0.246971,0.00843716,-0.0590582
0.410434,-0.00122732,-0.000651785,0.163369,-0.247738,0.00766945,-0.0590582
0.405719,-0.000520677,-0.00111696,0.162602,-0.247738,0.00766945,-0.0598249
0.401587,-0.000320436,-0.00135331,0.162602,-0.248505,0.00690269,-0.0598249
0.398143,0.000620871,-2.12E-05,0.161835,-0.248505,0.00690269,-0.0605927
0.394789,0.00100933,-0.000676819,0.161835,-0.249272,0.00613594,-0.0605927
0.391274,0.00134091,-0.00147112,0.161068,-0.249272,0.00613594,-0.0605927
0.38833,0.000300809,-0.00251549,0.161068,-0.250039,0.00536919,-0.0613594
0.383938,-0.000896403,-0.00327781,0.160301,-0.250039,0.00536919,-0.0613594
0.378759,-0.00026136,-0.00344208,0.160301,-0.250806,0.00460148,-0.0621262
0.373787,-0.00104015,-0.00311811,0.159534,-0.250806,0.00460148,-0.0621262
0.369396,-0.00275543,-0.00275181,0.159534,-0.250806,0.00460148,-0.0621262
0.365528,-0.00207854,-0.00185625,0.158767,-0.251573,0.00383472,-0.0628929
0.361956,-0.00140872,-0.000899323,0.158767,-0.251573,0.00383472,-0.0628929
0.357946,-0.000603118,-0.000385516,0.158,-0.25234,0.00306797,-0.0636606
0.353597,-0.000118197,0.000510118,0.158,-0.25234,0.00306797,-0.0636606
0.348504,-0.000438475,0.000231042,0.157233,-0.253107,0.00230122,-0.0636606
0.343014,-0.000971937,9.93E-05,0.157233,-0.253107,0.00230122,-0.0644274
0.339007,-0.00132364,-0.000178584,0.156466,-0.253874,0.00230122,-0.0644274
0.334533,-0.00275374,-0.000447088,0.156466,-0.253874,0.00153351,-0.0644274
0.329532,-0.001838,0.000136673,0.155699,-0.254641,0.00153351,-0.0651941
0.324359,-0.00226326,0.00101814,0.155699,-0.254641,0.00153351,-0.0651941
0.32029,-0.00237513,0.00021693,0.154932,-0.254641,0.000766754,-0.0659609
0.314693,-0.00079436,-0.000323654,0.154932,-0.255408,0.000766754,-0.0659609
0.310119,-4.99E-05,0.000223815,0.154932,-0.255408,0.000766754,-0.0659609
0.305551,0.00145489,0.000624022,0.154165,-0.256175,0,-0.0667286
0.300412,0.00105242,-0.000315622,0.154165,-0.256175,0,-0.0667286
0.2969,-8.17E-05,-0.00130738,0.153399,-0.256175,-0.000766754,-0.0667286
0.293627,-0.000640744,-0.000263357,0.153399,-0.256942,-0.000766754,-0.0674953
0.289609,-0.00146087,-0.000704595,0.153399,-0.256942,-0.000766754,-0.0674953
0.285049,-0.000702866,-0.00326651,0.152631,-0.256942,-0.00153351,-0.0674953
0.279237,-0.00062921,-0.00425713,0.152631,-0.257709,-0.00153351,-0.0682621
0.273022,-0.00107242,-0.00479433,0.152631,-0.257709,-0.00153351,-0.0682621
0.267268,-0.00274578,-0.0041303,0.151864,-0.258476,-0.00153351,-0.0682621
0.261564,-0.00372476,-0.00222176,0.151864,-0.258476,-0.00230122,-0.0690289
0.257045,-0.00283302,-0.00112761,0.151097,-0.258476,-0.00230122,-0.0690289
0.253185,-0.00167617,-0.00103259,0.151097,-0.259243,-0.00230122,-0.0690289
0.248599,-0.00177948,-0.000358255,0.151097,-0.259243,-0.00306797,-0.0690289
0.243485,-0.00200823,0.000306598,0.150331,-0.259243,-0.00306797,-0.0697966
0.236892,-0.00285552,0.00108637,0.150331,-0.26001,-0.00306797,-0.0697966
0.231148,-0.00282124,0.000483661,0.150331,-0.26001,-0.00306797,-0.0697966
0.227792,-0.00214201,-0.000446246,0.149563,-0.26001,-0.00383472,-0.0705633
0.223991,-0.00145567,-0.000250162,0.149563,-0.260777,-0.00383472,-0.0705633
0.218155,-0.0013419,0.000592611,0.149563,-0.260777,-0.00383472,-0.0705633
0.212333,-0.00162037,0.000823333,0.149563,-0.260777,-0.00460148,-0.0705633
0.206979,-0.00156513,0.000549427,0.148796,-0.260777,-0.00460148,-0.0713301
0.201295,-0.00119548,-0.000135221,0.148796,-0.261544,-0.00460148,-0.0713301
0.196338,-0.000157156,-0.000927024,0.148796,-0.261544,-0.00460148,-0.0713301
0.19097,0.000828302,-0.00119944,0.148029,-0.261544,-0.00460148,-0.0713301
0.18607,0.000864445,-0.00120912,0.148029,-0.262311,-0.00536919,-0.0713301
0.182198,2.28E-05,-0.000277379,0.148029,-0.262311,-0.00536919,-0.0720968
0.177799,-0.00170902,0.00118016,0.148029,-0.262311,-0.00536919,-0.0720968
0.173073,-0.00297755,0.00149649,0.148029,-0.262311,-0.00536919,-0.0720968
0.167729,-0.00185426,0.000519066,0.147263,-0.262311,-0.00536919,-0.0720968
0.160558,0.00179052,-0.00041099,0.147263,-0.263078,-0.00613594,-0.0728645
0.153906,0.00390713,-0.00212523,0.147263,-0.263078,-0.00613594,-0.0728645
0.149166,0.00326442,-0.00219391,0.147263,-0.263078,-0.00613594,-0.0728645
0.144511,0.00146825,-0.00158823,0.146495,-0.263078,-0.00613594,-0.0728645
0.138786,0.000777102,-0.00172014,0.146495,-0.263844,-0.00613594,-0.0728645
0.133031,0.000465325,-0.00234688,0.146495,-0.263844,-0.00613594,-0.0728645
0.127522,0.00091014,-0.00407207,0.146495,-0.263844,-0.00690269,-0.0736313
0.122028,0.0011182,-0.00282876,0.146495,-0.263844,-0.00690269,-0.0736313
0.117634,7.86E-05,-0.00194106,0.146495,-0.263844,-0.00690269,-0.0736313
0.113158,-0.00172508,-0.000330695,0.145728,-0.263844,-0.00690269,-0.0736313
0.108228,-0.00131755,-0.000110337,0.145728,-0.263844,-0.00690269,-0.0736313
0.102857,-0.00107194,4.24E-05,0.145728,-0.264612,-0.00690269,-0.0736313
0.09601,-0.00100351,0.00117527,0.145728,-0.264612,-0.00690269,-0.0736313
0.0904214,-0.000832447,0.000471815,0.145728,-0.264612,-0.00690269,-0.074398
0.0843827,-0.00102127,-0.000333347,0.145728,-0.264612,-0.00690269,-0.074398
0.0789697,-0.00227665,-0.000892953,0.145728,-0.264612,-0.00766945,-0.074398
0.0740227,-0.00253581,-0.000726492,0.145728,-0.264612,-0.00766945,-0.074398
