x,y,z
0.966064,-0.272949,0.322998
0.966064,-0.272217,0.328857
0.9646,-0.272217,0.329834
0.962158,-0.270264,0.314209
0.966553,-0.270264,0.303223
0.967773,-0.276855,0.312744
0.964844,-0.283203,0.317139
0.961914,-0.28125,0.316162
0.961914,-0.280029,0.313477
0.963379,-0.279297,0.314941
0.964844,-0.280762,0.314209
0.967773,-0.283447,0.307861
0.967285,-0.277588,0.307617
0.967041,-0.274414,0.304687
0.965332,-0.2771,0.300781
0.960937,-0.282715,0.301514
0.964355,-0.2854,0.305664
0.96875,-0.283936,0.30542
0.969238,-0.284424,0.29834
0.969727,-0.282959,0.295166
0.967773,-0.278809,0.290527
0.968018,-0.279297,0.282227
0.969482,-0.281494,0.283936
0.970703,-0.281738,0.288086
0.968994,-0.2854,0.286621
0.970703,-0.288086,0.2854
0.973145,-0.28833,0.27832
0.97168,-0.291016,0.272949
0.974854,-0.296631,0.27124
0.974365,-0.293701,0.274902
0.971191,-0.290039,0.275146
0.968506,-0.295166,0.268311
0.966309,-0.299805,0.265137
0.968262,-0.302002,0.272461
0.970947,-0.305908,0.279297
0.967041,-0.311279,0.278809
0.963135,-0.313477,0.280029
0.962646,-0.311035,0.279297
0.962646,-0.307373,0.279541
0.963623,-0.310547,0.281982
0.961182,-0.316406,0.280518
0.958008,-0.318359,0.284668
0.958252,-0.321045,0.293945
0.958496,-0.322998,0.290283
0.959229,-0.320801,0.284668
0.95874,-0.320068,0.281006
0.95874,-0.319336,0.276123
0.961426,-0.317139,0.275146
0.960205,-0.319092,0.277588
0.957275,-0.322266,0.279785
0.958008,-0.323242,0.281006
0.959229,-0.326172,0.28125
0.957764,-0.32666,0.276611
0.95874,-0.324951,0.272217
0.95874,-0.324463,0.271484
0.961182,-0.324707,0.26709
0.966309,-0.324951,0.265381
0.964111,-0.322266,0.263916
0.960937,-0.322754,0.262695
0.963379,-0.32959,0.262695
0.965332,-0.332031,0.266846
0.963623,-0.330811,0.263916
0.964355,-0.332031,0.261475
0.963135,-0.330811,0.265625
0.95874,-0.330811,0.263916
0.959473,-0.334717,0.265625
0.963867,-0.334473,0.265381
0.962646,-0.339355,0.270264
0.959229,-0.344238,0.275391
0.958984,-0.344238,0.277588
0.95874,-0.347656,0.273193
0.959961,-0.349365,0.271729
0.958008,-0.348389,0.283691
0.954346,-0.346436,0.287598
0.952881,-0.347168,0.283447
0.957275,-0.351074,0.283447
0.955322,-0.354248,0.285645
0.949219,-0.35376,0.281494
0.950439,-0.352051,0.280273
0.95459,-0.350342,0.277832
0.953857,-0.351074,0.275391
0.948486,-0.349854,0.274902
0.948486,-0.343262,0.267578
0.94873,-0.344482,0.262451
0.950684,-0.345703,0.255859
0.950684,-0.338867,0.255127
0.94873,-0.336426,0.256836
0.952637,-0.342041,0.252441
0.956787,-0.341309,0.248291
0.956543,-0.331543,0.240723
0.954346,-0.324219,0.233154
0.955566,-0.321533,0.229248
0.956787,-0.32251,0.229248
0.956543,-0.325684,0.229736
0.958008,-0.325928,0.227539
0.958252,-0.321533,0.227783
0.958984,-0.31958,0.227295
0.962402,-0.322266,0.224121
0.967529,-0.324219,0.223145
0.966797,-0.32373,0.223389
0.962402,-0.323486,0.223145
0.963623,-0.320801,0.221436
0.965332,-0.320801,0.220703
0.965332,-0.326172,0.225098
0.964844,-0.331787,0.227539
0.96582,-0.332031,0.226318
0.966797,-0.331543,0.226807
0.9646,-0.336426,0.229492
0.965088,-0.334961,0.231201
0.966553,-0.32959,0.22998
0.965088,-0.333252,0.225586
0.966553,-0.337158,0.22583
0.968994,-0.334961,0.222168
0.969727,-0.336182,0.220459
0.971191,-0.340088,0.220947
0.972168,-0.337891,0.218018
0.97168,-0.336914,0.2229
0.972168,-0.339355,0.221436
0.971924,-0.340088,0.213867
0.972168,-0.34375,0.208496
0.973389,-0.34668,0.211426
0.973145,-0.3479,0.212402
0.974365,-0.348877,0.20874
0.980957,-0.348145,0.208008
0.98584,-0.3479,0.203857
0.981689,-0.349609,0.204102
0.981445,-0.352051,0.205566
0.984863,-0.352051,0.202148
0.987793,-0.351562,0.201904
0.991943,-0.354248,0.202393
0.992676,-0.355957,0.199707
0.99292,-0.356201,0.202637
0.995605,-0.357178,0.200928
0.996094,-0.355713,0.194092
0.994141,-0.353516,0.195801
0.993896,-0.349121,0.197021
0.996582,-0.34668,0.197021
0.996826,-0.349854,0.197021
0.990234,-0.35498,0.197266
0.987305,-0.357666,0.194824
0.993164,-0.354492,0.190674
0.996582,-0.351074,0.184814
0.992676,-0.35083,0.179687
0.987793,-0.35376,0.182129
0.992187,-0.358643,0.179932
0.994873,-0.362305,0.173096
0.991455,-0.364746,0.170166
0.990967,-0.365723,0.168701
0.991211,-0.365723,0.164795
0.991455,-0.368408,0.163818
0.993896,-0.369385,0.164795
0.997803,-0.369385,0.165771
0.996582,-0.371094,0.165527
0.994629,-0.372314,0.168213
0.998047,-0.376221,0.169922
1.00171,-0.380615,0.169678
0.999756,-0.383057,0.169678
0.995117,-0.382324,0.16748
0.991699,-0.381348,0.166992
0.989502,-0.384277,0.166748
0.990723,-0.381592,0.162842
0.990967,-0.381104,0.156982
0.993896,-0.382324,0.157471
0.991455,-0.383545,0.151855
0.987549,-0.38623,0.152832
0.992187,-0.383789,0.155518
0.991211,-0.381104,0.14624
0.988525,-0.37793,0.141602
0.984619,-0.376709,0.143799
0.986328,-0.372559,0.135986
0.98999,-0.369873,0.129395
0.985352,-0.369873,0.131592
0.988037,-0.369141,0.12915
0.990723,-0.368164,0.12915
0.988281,-0.362793,0.125
0.986328,-0.355225,0.114746
0.990234,-0.356689,0.108887
0.991211,-0.358643,0.112549
0.986328,-0.354004,0.115479
0.989502,-0.35083,0.110596
0.992432,-0.352295,0.10498
0.986328,-0.352539,0.101074
0.981201,-0.353027,0.101074
0.984619,-0.355713,0.100586
0.988037,-0.352295,0.100098
0.986572,-0.351562,0.095459
0.984619,-0.352051,0.088623
0.98877,-0.350098,0.0944824
0.988525,-0.350586,0.0974121
0.985596,-0.356934,0.0925293
0.987061,-0.359863,0.0900879
0.990967,-0.356934,0.0947266
0.992432,-0.354004,0.102051
0.98999,-0.352295,0.103027
0.98877,-0.357178,0.0974121
0.98999,-0.35498,0.0981445
0.990479,-0.350586,0.105957
0.988281,-0.35376,0.0998535
0.986816,-0.355957,0.0969238
0.986816,-0.352295,0.098877
0.986816,-0.343994,0.0942383
0.98584,-0.346191,0.0878906
0.984863,-0.351318,0.0861816
0.988037,-0.350586,0.0871582
0.991455,-0.34375,0.0827637
0.989258,-0.344971,0.0812988
0.985352,-0.34668,0.0847168
0.987549,-0.339355,0.0900879
0.993164,-0.338867,0.0922852
0.994385,-0.339844,0.0869141
0.989258,-0.33667,0.0817871
0.986816,-0.331299,0.0827637
0.989258,-0.331055,0.0834961
0.990723,-0.332764,0.0827637
0.988037,-0.334961,0.0827637
0.995605,-0.333984,0.0803223
1.00684,-0.33252,0.0827637
0.997803,-0.330078,0.0825195
0.989502,-0.325439,0.0751953
0.997559,-0.320557,0.0668945
1,-0.322266,0.0690918
0.996826,-0.327881,0.0749512
0.99585,-0.330078,0.0686035
0.99707,-0.322754,0.0656738
0.999512,-0.315186,0.0671387
0.995605,-0.316162,0.0649414
0.993652,-0.315918,0.0666504
0.99585,-0.318604,0.0632324
0.999268,-0.317139,0.0563965
1.00098,-0.313232,0.0605469
0.996094,-0.305908,0.0554199
0.994629,-0.302979,0.045166
1.00073,-0.306885,0.0480957
1,-0.309814,0.0593262
1.00049,-0.30957,0.0615234
0.999268,-0.301514,0.050293
1.00049,-0.295654,0.048584
1.00562,-0.299805,0.0488281
1.00439,-0.299072,0.0437012
1.00488,-0.295898,0.041748
1.0083,-0.294434,0.0390625
1.0061,-0.294434,0.0354004
1.00879,-0.290527,0.03125
1.00635,-0.285645,0.0341797
1.00928,-0.283447,0.0358887
1.01465,-0.287354,0.0358887
1.00903,-0.285156,0.0258789
1.01855,-0.270264,0.0180664
1.01221,-0.27124,0.0141602
0.99707,-0.27002,0.0078125
1.00879,-0.28125,0.0202637
1.02734,-0.290771,0.0141602
1.01953,-0.270264,-0.0117187
1.01172,-0.266357,0.000732422
1.02759,-0.290283,0.0234375
1.03003,-0.282715,0.0187988
1.00562,-0.247314,0.0222168
0.984619,-0.244873,0.0268555
0.99707,-0.272705,0.0270996
1.01709,-0.285645,0.0202637
1.0332,-0.278564,0.00146484
1.03589,-0.280762,-0.00170898
1.00684,-0.275635,-0.00976562
0.989746,-0.268066,-0.0180664
0.996094,-0.268311,-0.0251465
1.01392,-0.277344,-0.0214844
1.02344,-0.289795,0.000244141
1.00439,-0.287354,0.00732422
0.996094,-0.276611,0.0065918
1.01318,-0.267334,-0.00415039
1.02612,-0.266113,-0.0351562
1.01953,-0.271729,-0.043457
1.00244,-0.277832,-0.0217285
0.994385,-0.279297,-0.0090332
0.998291,-0.272949,-0.00390625
1.00562,-0.262695,-0.00146484
1.0022,-0.260742,-0.000732422
0.999268,-0.263428,-0.0124512
1.00195,-0.272217,-0.027832
1.00171,-0.275391,-0.0324707
0.994141,-0.266846,-0.0251465
0.984131,-0.266113,-0.013916
0.97876,-0.267578,-0.000244141
0.97876,-0.273193,0.0202637
0.989014,-0.283203,0.0334473
0.992187,-0.282959,0.0239258
0.986084,-0.273437,0.00463867
0.979736,-0.273193,-0.0078125
0.976318,-0.287842,-0.0151367
0.972168,-0.300781,-0.00830078
0.96875,-0.297852,0.0065918
0.969971,-0.281738,0.0163574
0.974365,-0.272217,0.0168457
0.980713,-0.273926,0.00292969
0.979248,-0.273437,-0.0163574
0.972412,-0.275635,-0.0283203
0.968262,-0.288818,-0.0288086
0.966797,-0.297607,-0.0283203
0.969727,-0.291504,-0.0197754
0.971924,-0.276367,-0.00170898
0.970459,-0.265625,0.00317383
0.971436,-0.265869,-0.00878906
0.97168,-0.271484,-0.0200195
0.967529,-0.269043,-0.0324707
0.964111,-0.265381,-0.0432129
0.964355,-0.27124,-0.0407715
0.968262,-0.278809,-0.026123
0.972412,-0.277344,-0.00854492
0.971191,-0.262451,-0.0107422
0.964355,-0.252197,-0.0202637
0.960693,-0.251953,-0.0280762
0.959717,-0.253418,-0.0327148
0.958496,-0.253906,-0.0317383
0.959961,-0.259033,-0.0302734
0.961426,-0.266357,-0.0200195
0.961182,-0.262451,-0.012207
0.957764,-0.256348,-0.0183105
0.958496,-0.251465,-0.0236816
0.960937,-0.249512,-0.032959
0.957275,-0.25293,-0.0395508
0.954346,-0.257324,-0.0397949
0.955811,-0.258301,-0.0419922
0.955566,-0.256836,-0.0393066
0.957275,-0.261719,-0.0292969
0.958252,-0.262451,-0.0244141
0.954346,-0.259766,-0.0319824
0.948975,-0.255371,-0.0400391
0.94873,-0.252197,-0.0461426
0.957031,-0.253174,-0.0493164
0.96167,-0.252197,-0.0456543
0.960937,-0.255859,-0.0419922
0.958008,-0.260254,-0.0427246
0.960205,-0.266602,-0.0449219
0.961914,-0.270996,-0.0483398
0.958008,-0.268066,-0.048584
0.956299,-0.259766,-0.0512695
0.953613,-0.257324,-0.0576172
0.955322,-0.265137,-0.0588379
0.960937,-0.265869,-0.0583496
0.963623,-0.267334,-0.0559082
0.961426,-0.275146,-0.0488281
0.959961,-0.277344,-0.0441895
0.960205,-0.273682,-0.041748
0.959473,-0.269775,-0.0412598
0.955322,-0.270508,-0.0476074
0.94873,-0.272217,-0.0483398
0.949463,-0.269775,-0.0437012
0.950195,-0.27002,-0.0412598
0.948975,-0.270508,-0.0395508
0.946289,-0.269043,-0.0393066
0.942627,-0.271484,-0.0358887
0.942139,-0.269775,-0.0314941
0.943359,-0.266846,-0.0297852
0.940918,-0.265137,-0.0332031
0.939697,-0.266602,-0.0319824
0.938965,-0.27002,-0.0239258
0.936279,-0.267578,-0.0224609
0.9375,-0.270996,-0.0180664
0.9375,-0.273193,-0.0102539
0.934814,-0.273193,-0.0078125
0.930664,-0.273193,-0.00512695
0.929687,-0.269531,-0.00292969
0.929932,-0.271729,-0.00170898
0.928711,-0.2771,0.00463867
0.92627,-0.279785,0.0126953
0.921631,-0.28125,0.0102539
0.922363,-0.283203,0.00146484
0.926758,-0.285645,0.00170898
0.923584,-0.28833,0.00561523
0.920898,-0.28833,0.0107422
0.921875,-0.289795,0.0148926
0.922852,-0.293945,0.0126953
0.92334,-0.293701,0.0117187
0.921387,-0.291748,0.00512695
0.921143,-0.290771,-0.00292969
0.919678,-0.294189,0
0.919189,-0.296631,0.00317383
0.922363,-0.299316,-0.00390625
0.922852,-0.297119,-0.00634766
0.921631,-0.290527,-0.00170898
0.921875,-0.294189,-0.00195312
0.923096,-0.297607,-0.0102539
0.924805,-0.296875,-0.0158691
0.924561,-0.293701,-0.0175781
0.92334,-0.293701,-0.026123
0.926514,-0.291748,-0.0317383
0.929443,-0.291992,-0.0268555
0.930176,-0.294678,-0.0244141
0.930664,-0.289062,-0.0280762
0.932617,-0.288818,-0.034668
0.93457,-0.291748,-0.0383301
0.933105,-0.29126,-0.0339355
0.93335,-0.291016,-0.0317383
0.935791,-0.29248,-0.0324707
0.933594,-0.296387,-0.034668
0.931641,-0.293457,-0.0378418
0.93457,-0.28833,-0.0437012
0.935547,-0.287842,-0.0427246
0.932617,-0.290039,-0.0361328
0.929687,-0.293945,-0.0354004
0.932861,-0.293945,-0.0358887
0.934814,-0.292725,-0.0351562
0.935059,-0.294189,-0.032959
0.93457,-0.295654,-0.0341797
0.933105,-0.295898,-0.0415039
0.934082,-0.296875,-0.0419922
0.934082,-0.295654,-0.0373535
0.93457,-0.293701,-0.0380859
0.936279,-0.290527,-0.0446777
0.935547,-0.288818,-0.0483398
0.932617,-0.292236,-0.0476074
0.932617,-0.29541,-0.0498047
0.930664,-0.295166,-0.0483398
0.929932,-0.292725,-0.0515137
0.931396,-0.293945,-0.0510254
0.928467,-0.295654,-0.046875
0.927246,-0.294189,-0.0554199
0.931152,-0.293945,-0.0588379
0.929443,-0.29248,-0.0480957
0.925293,-0.290527,-0.0458984
0.92749,-0.291504,-0.0490723
0.929932,-0.296631,-0.0488281
0.931885,-0.303711,-0.0507812
0.933838,-0.304932,-0.0495605
0.932861,-0.305908,-0.0397949
0.931396,-0.307129,-0.0344238
0.935303,-0.302002,-0.0397949
0.939941,-0.305176,-0.0388184
0.938965,-0.311035,-0.036377
0.94043,-0.311279,-0.0390625
0.942627,-0.311768,-0.0388184
0.942871,-0.309814,-0.0412598
0.942383,-0.308594,-0.0390625
0.940918,-0.310791,-0.0373535
0.942139,-0.313232,-0.0415039
0.945801,-0.312988,-0.0385742
0.945801,-0.310547,-0.0427246
0.94458,-0.308594,-0.0441895
0.944824,-0.311523,-0.0410156
0.942627,-0.314697,-0.0402832
0.943848,-0.3125,-0.0422363
0.951172,-0.310303,-0.0373535
0.952881,-0.313721,-0.0307617
0.94873,-0.314209,-0.03125
0.949463,-0.313965,-0.0285645
0.951416,-0.315918,-0.0290527
0.954102,-0.315186,-0.0251465
0.95166,-0.316406,-0.0185547
0.949219,-0.317383,-0.0144043
0.952881,-0.315186,-0.0134277
0.954102,-0.313965,-0.0114746
0.957275,-0.316895,-0.00512695
0.958496,-0.320068,-0.00708008
0.955322,-0.321045,-0.0124512
0.956299,-0.325195,-0.0119629
0.959717,-0.326172,-0.012207
0.959473,-0.325195,-0.0161133
0.960937,-0.326172,-0.0205078
0.963135,-0.325195,-0.0256348
0.963867,-0.326172,-0.0268555
0.962158,-0.326416,-0.0280762
0.960693,-0.325439,-0.0314941
0.963623,-0.32666,-0.0339355
0.964844,-0.327881,-0.0373535
0.967529,-0.325195,-0.0419922
0.968262,-0.323486,-0.0458984
0.968262,-0.323975,-0.0493164
0.970947,-0.326904,-0.0500488
0.968262,-0.328125,-0.0480957
0.968262,-0.324707,-0.0505371
0.973145,-0.323242,-0.0512695
0.973389,-0.32373,-0.0534668
0.974121,-0.326416,-0.0510254
0.976807,-0.327637,-0.0449219
0.979248,-0.324707,-0.0473633
0.978027,-0.322998,-0.050293
0.978027,-0.322266,-0.057373
0.982666,-0.31958,-0.0600586
0.982666,-0.321045,-0.0598145
0.986816,-0.324463,-0.0595703
0.98877,-0.324951,-0.0598145
0.984619,-0.323242,-0.0617676
0.983643,-0.322998,-0.0554199
0.982178,-0.325439,-0.0493164
0.979736,-0.326172,-0.0551758
0.981201,-0.325928,-0.059082
0.980225,-0.327393,-0.0556641
0.979492,-0.332275,-0.0568848
0.981201,-0.333496,-0.0559082
0.97583,-0.333252,-0.0539551
0.9729,-0.336182,-0.0576172
0.973389,-0.334229,-0.0588379
0.972168,-0.332764,-0.0556641
0.970947,-0.334229,-0.0620117
0.968506,-0.33374,-0.067627
0.967529,-0.333252,-0.0688477
0.967041,-0.332275,-0.0725098
0.965576,-0.333252,-0.0698242
0.964844,-0.333008,-0.0671387
0.962402,-0.331299,-0.0771484
0.966797,-0.331787,-0.0808105
0.966797,-0.333984,-0.0761719
0.959961,-0.333984,-0.0783691
0.959229,-0.332764,-0.0786133
0.962891,-0.335205,-0.0830078
0.961914,-0.337158,-0.0856934
0.960205,-0.335205,-0.0837402
0.961914,-0.33252,-0.0825195
0.960937,-0.334961,-0.0778809
0.960205,-0.337891,-0.072998
0.959717,-0.336914,-0.0720215
0.959961,-0.33667,-0.0795898
0.959717,-0.338135,-0.0844727
0.962891,-0.338867,-0.0766602
0.964844,-0.341309,-0.0705566
0.963623,-0.343262,-0.0712891
0.965332,-0.344727,-0.0712891
0.967041,-0.345703,-0.0749512
0.965576,-0.34375,-0.0759277
0.9646,-0.342529,-0.0737305
0.968262,-0.343262,-0.0727539
0.968994,-0.343506,-0.0712891
0.968506,-0.345215,-0.0754395
0.968994,-0.345703,-0.0793457
0.975098,-0.344482,-0.0708008
0.979004,-0.345947,-0.0681152
0.978516,-0.349121,-0.0715332
0.981201,-0.350342,-0.0710449
0.980469,-0.349854,-0.0717773
0.982178,-0.352051,-0.0703125
0.98584,-0.354004,-0.0651855
0.989014,-0.356201,-0.0559082
0.990967,-0.359375,-0.0505371
0.990723,-0.361572,-0.0505371
0.990234,-0.362793,-0.0534668
0.991699,-0.364502,-0.0512695
0.994385,-0.365723,-0.0493164
0.995361,-0.366455,-0.0534668
0.994141,-0.365967,-0.0559082
0.992676,-0.36499,-0.0546875
0.994385,-0.367432,-0.0544434
0.996826,-0.36792,-0.0534668
0.995361,-0.366455,-0.0556641
0.990234,-0.365234,-0.0595703
0.991943,-0.363525,-0.0634766
0.99585,-0.364258,-0.0649414
0.991943,-0.366211,-0.0664062
0.989502,-0.365967,-0.0722656
0.988037,-0.363525,-0.074707
0.987549,-0.360352,-0.0808105
0.990479,-0.360596,-0.0888672
0.992676,-0.364014,-0.0874023
0.994385,-0.361816,-0.0847168
0.992432,-0.358643,-0.0852051
0.991943,-0.362061,-0.0881348
0.99292,-0.365234,-0.090332
0.990479,-0.365479,-0.0825195
0.989502,-0.366455,-0.0742187
0.990234,-0.366455,-0.0817871
0.992432,-0.365234,-0.0888672
0.995117,-0.368652,-0.0878906
0.99292,-0.371582,-0.0927734
0.991211,-0.368408,-0.0969238
0.990723,-0.367187,-0.0915527
0.987549,-0.373291,-0.0871582
0.984619,-0.376221,-0.0866699
0.986572,-0.377197,-0.0876465
0.987305,-0.378906,-0.0856934
0.982422,-0.378662,-0.0876465
0.980225,-0.382568,-0.0947266
0.979492,-0.38623,-0.09375
0.979492,-0.387451,-0.0874023
0.977783,-0.388672,-0.0847168
0.974854,-0.393799,-0.0876465
0.976074,-0.395508,-0.0922852
0.977295,-0.391113,-0.0949707
0.975098,-0.393555,-0.0944824
0.969971,-0.39624,-0.0983887
0.966309,-0.392334,-0.098877
0.96582,-0.392334,-0.10376
0.964844,-0.393555,-0.105469
0.966064,-0.392578,-0.102783
0.963379,-0.392822,-0.105469
0.959229,-0.392334,-0.105469
0.960449,-0.392334,-0.107178
0.957764,-0.392578,-0.108154
0.952637,-0.392334,-0.108643
0.953369,-0.38916,-0.108643
0.955811,-0.386963,-0.111328
0.951172,-0.386963,-0.118652
0.947266,-0.384521,-0.116943
0.948486,-0.384033,-0.116211
0.950439,-0.384766,-0.116211
0.950928,-0.384033,-0.110596
0.951904,-0.384766,-0.11377
0.951416,-0.384766,-0.113281
0.949951,-0.382324,-0.110352
0.951172,-0.383301,-0.112793
0.952393,-0.383301,-0.11084
0.950928,-0.383789,-0.10791
0.946533,-0.386719,-0.107666
0.94751,-0.386963,-0.111084
0.950439,-0.385986,-0.11377
0.953613,-0.386963,-0.112061
0.956787,-0.386475,-0.112793
0.957764,-0.385742,-0.11499
0.960449,-0.387451,-0.112061
0.959473,-0.390381,-0.109863
0.959961,-0.393066,-0.111084
0.961182,-0.393066,-0.113037
0.959229,-0.392822,-0.108887
0.96167,-0.392334,-0.108643
0.965088,-0.391846,-0.112061
0.967773,-0.394531,-0.111084
0.969727,-0.399658,-0.112305
0.969238,-0.39917,-0.111328
0.968994,-0.398437,-0.115234
0.971191,-0.402344,-0.111328
0.972656,-0.405518,-0.102539
0.973145,-0.405762,-0.101807
0.975586,-0.407471,-0.102539
0.977051,-0.406494,-0.104492
0.980469,-0.406006,-0.10376
0.983154,-0.406982,-0.105225
0.982666,-0.404297,-0.108154
0.980957,-0.4021,-0.110107
0.981689,-0.404541,-0.110107
0.985107,-0.407227,-0.107422
0.987061,-0.407959,-0.107178
0.985352,-0.407471,-0.106689
0.986328,-0.403809,-0.10376
0.988281,-0.398926,-0.106689
0.986328,-0.398193,-0.109863
0.989258,-0.400635,-0.106689
0.991943,-0.398682,-0.111816
0.989258,-0.400146,-0.116943
0.988037,-0.399658,-0.114746
0.990723,-0.397461,-0.118408
0.990234,-0.39624,-0.123047
0.986328,-0.393555,-0.121582
0.982666,-0.395264,-0.121826
0.983154,-0.39624,-0.124756
0.983398,-0.394775,-0.122559
0.980225,-0.391357,-0.125
0.979492,-0.392578,-0.128906
0.979248,-0.393555,-0.124756
0.978271,-0.388916,-0.12085
0.979004,-0.38916,-0.121094
0.979492,-0.390381,-0.124756
0.981689,-0.388916,-0.125244
0.982422,-0.385254,-0.117187
0.980469,-0.383057,-0.115234
0.980713,-0.383789,-0.122559
0.97998,-0.382812,-0.126465
0.980957,-0.386719,-0.123535
0.979004,-0.388672,-0.122314
0.973145,-0.386475,-0.122559
0.972168,-0.387451,-0.123291
0.970947,-0.387695,-0.128662
0.967041,-0.388184,-0.129883
0.965576,-0.391113,-0.126465
0.965576,-0.391846,-0.125
0.964355,-0.389404,-0.125244
0.961182,-0.388672,-0.124756
0.961426,-0.38916,-0.131104
0.963867,-0.389648,-0.132812
0.963867,-0.390869,-0.125488
0.962891,-0.390869,-0.122559
0.960937,-0.387451,-0.122803
0.963379,-0.389893,-0.125732
0.966064,-0.394287,-0.132812
0.965088,-0.394287,-0.137695
0.96582,-0.393555,-0.140625
0.970459,-0.393311,-0.14624
0.973633,-0.39209,-0.148926
0.974365,-0.394043,-0.153809
0.973877,-0.395752,-0.159668
0.975586,-0.393799,-0.161377
0.97876,-0.393311,-0.162109
0.980713,-0.39502,-0.160156
0.98291,-0.39917,-0.158447
0.981934,-0.399414,-0.157227
0.981934,-0.397461,-0.157471
0.98291,-0.402344,-0.153564
0.97998,-0.406982,-0.148926
0.979004,-0.405273,-0.147949
0.980957,-0.402832,-0.147217
0.981689,-0.406006,-0.149658
0.984131,-0.407959,-0.147705
0.986084,-0.404785,-0.149414
0.982422,-0.407227,-0.154053
0.983643,-0.407227,-0.155029
0.986084,-0.403564,-0.1521
0.983887,-0.404785,-0.149902
0.983887,-0.403076,-0.156494
0.982666,-0.401123,-0.1604
0.984619,-0.4021,-0.162354
0.986084,-0.403076,-0.162842
0.986328,-0.403076,-0.162109
0.989014,-0.401367,-0.170898
0.98999,-0.399658,-0.174072
0.986816,-0.399658,-0.164795
0.987305,-0.402588,-0.158691
0.988525,-0.400146,-0.159424
0.986084,-0.400391,-0.161377
0.987061,-0.404297,-0.162354
0.986572,-0.4021,-0.157959
0.984131,-0.4021,-0.156738
0.982178,-0.402832,-0.159912
0.978516,-0.401367,-0.15918
0.978516,-0.400146,-0.161377
0.978271,-0.399902,-0.156494
0.975586,-0.403564,-0.1521
0.980957,-0.404297,-0.154297
0.982666,-0.401611,-0.152588
0.977051,-0.402344,-0.157227
0.976807,-0.401367,-0.16626
0.979004,-0.400146,-0.167969
0.979248,-0.401611,-0.163818
0.981201,-0.402832,-0.161865
0.982666,-0.405762,-0.168701
0.979736,-0.406494,-0.175537
0.975098,-0.404541,-0.177246
0.975098,-0.405762,-0.181152
0.978271,-0.404297,-0.183838
0.977539,-0.40332,-0.182861
0.977051,-0.404785,-0.180908
0.977539,-0.407959,-0.182861
0.974609,-0.40918,-0.184326
0.970703,-0.40625,-0.184082
0.969727,-0.403809,-0.185547
0.96875,-0.4021,-0.188721
0.966797,-0.403076,-0.191162
0.968018,-0.403564,-0.190918
0.967285,-0.402344,-0.188965
0.964111,-0.402832,-0.187256
0.962158,-0.405029,-0.185791
0.960205,-0.404053,-0.187988
0.959717,-0.40625,-0.191406
0.960205,-0.408203,-0.190918
0.958008,-0.404785,-0.193848
0.956299,-0.401123,-0.198242
0.958008,-0.402588,-0.200684
0.958496,-0.404541,-0.19751
0.958252,-0.401855,-0.197266
0.956299,-0.4021,-0.195312
0.953369,-0.401367,-0.191895
0.953125,-0.396973,-0.19165
0.948486,-0.395264,-0.192139
0.947998,-0.397217,-0.198242
0.949463,-0.394287,-0.207031
0.947754,-0.390137,-0.20752
0.946289,-0.392334,-0.201172
0.943115,-0.394531,-0.204346
0.944092,-0.396484,-0.203613
0.94043,-0.39917,-0.200928
0.938721,-0.396484,-0.206787
0.943604,-0.389648,-0.206055
0.940674,-0.384766,-0.20459
0.937988,-0.385498,-0.204346
0.940674,-0.388916,-0.203369
0.94165,-0.391602,-0.207764
0.941406,-0.39209,-0.20874
0.938477,-0.388184,-0.205322
0.937256,-0.384766,-0.202393
0.938965,-0.387207,-0.204346
0.942871,-0.392822,-0.207031
0.944092,-0.394775,-0.206787
0.939697,-0.394043,-0.208496
0.938477,-0.396484,-0.208496
0.936279,-0.398682,-0.208984
0.936768,-0.397949,-0.210449
0.938965,-0.397949,-0.210449
0.937256,-0.397705,-0.213867
0.935547,-0.400146,-0.21582
0.935303,-0.402588,-0.213867
0.933105,-0.398682,-0.2146
0.932129,-0.399414,-0.2146
0.932373,-0.403564,-0.210937
0.933594,-0.403076,-0.207764
0.932617,-0.403564,-0.211914
0.92749,-0.404053,-0.212158
0.930664,-0.405518,-0.208008
0.93335,-0.408447,-0.206299
0.934082,-0.408203,-0.207275
0.93457,-0.406006,-0.20752
0.935059,-0.405762,-0.202148
0.9375,-0.405029,-0.203369
0.937256,-0.409668,-0.20166
0.935303,-0.415039,-0.194336
0.936523,-0.413574,-0.19043
0.938477,-0.418213,-0.192139
0.9375,-0.421631,-0.195312
0.9375,-0.417969,-0.195312
0.935547,-0.415039,-0.196289
0.934814,-0.416992,-0.200195
0.936768,-0.419189,-0.201172
0.9375,-0.421143,-0.195801
0.941162,-0.422852,-0.191895
0.942627,-0.420654,-0.190186
0.942139,-0.42041,-0.187256
0.943359,-0.421875,-0.192139
0.944336,-0.421875,-0.19873
0.945557,-0.421875,-0.197266
0.943604,-0.421875,-0.198975
0.941162,-0.420898,-0.198975
0.94165,-0.424072,-0.194824
0.943604,-0.425537,-0.190186
0.943848,-0.425781,-0.188965
0.945557,-0.429687,-0.189209
0.941406,-0.428711,-0.193115
0.937256,-0.428711,-0.196533
0.937988,-0.431152,-0.194336
0.936523,-0.43042,-0.193848
0.939453,-0.432129,-0.19043
0.941406,-0.434326,-0.19751
0.939453,-0.433105,-0.199219
0.937744,-0.433594,-0.190918
0.936523,-0.43335,-0.195557
