x,y,z
1.05835,-0.0505371,0.0209961
1.0564,-0.0454102,0.0197754
1.05615,-0.0444336,0.0292969
1.05322,-0.045166,0.0219727
1.04834,-0.0471191,0.0180664
1.04712,-0.0495605,0.0185547
1.04883,-0.0495605,0.0180664
1.04663,-0.0478516,0.0126953
1.04248,-0.0493164,0.00732422
1.04248,-0.0522461,0.0090332
1.04395,-0.0493164,0.00732422
1.04077,-0.0446777,0.0065918
1.04004,-0.0476074,0.0065918
1.04175,-0.0515137,0.00512695
1.04028,-0.0493164,0.00976562
1.03882,-0.0488281,0.00878906
1.03809,-0.0498047,0.00390625
1.03735,-0.0495605,0.00585937
1.03516,-0.0515137,0.0107422
1.03467,-0.0500488,0.0129395
1.03369,-0.0446777,0.00854492
1.03589,-0.0429687,0.00805664
1.03882,-0.0488281,0.00366211
1.03516,-0.0517578,-0.0012207
1.03271,-0.0522461,0.00170898
1.03516,-0.050293,-0.00219727
1.03735,-0.0488281,-0.000976562
1.03467,-0.0490723,-0.00415039
1.03467,-0.0466309,-0.00390625
1.03833,-0.048584,0.00512695
1.03857,-0.050293,0.00268555
1.03882,-0.0505371,0.000732422
1.03638,-0.0500488,0.00195312
1.03394,-0.0498047,0.00366211
1.0354,-0.0476074,-0.00219727
1.03662,-0.0505371,-0.00439453
1.03833,-0.0524902,-0.00537109
1.03857,-0.0512695,-0.00708008
1.03613,-0.0539551,-0.00732422
1.03467,-0.0529785,-0.00976562
1.03711,-0.0527344,-0.00878906
1.03931,-0.0532227,-0.00683594
1.04004,-0.0524902,-0.00219727
1.03857,-0.0578613,-0.00341797
1.03662,-0.0612793,-0.0109863
1.04224,-0.0585937,-0.0126953
1.04175,-0.0551758,-0.0158691
1.03638,-0.0610352,-0.00976562
1.0437,-0.0661621,-0.00317383
1.04614,-0.060791,-0.0170898
1.04102,-0.0671387,-0.0212402
1.04614,-0.0742187,-0.0153809
1.04907,-0.0742187,-0.0166016
1.04541,-0.0742187,-0.013916
1.04517,-0.072998,-0.015625
1.04883,-0.074707,-0.0202637
1.05005,-0.0773926,-0.0197754
1.04956,-0.0751953,-0.0283203
1.04907,-0.0717773,-0.0268555
1.04883,-0.0769043,-0.0224609
1.04834,-0.0795898,-0.0307617
1.0481,-0.0749512,-0.0388184
1.05127,-0.0776367,-0.0349121
1.0498,-0.0778809,-0.0300293
1.04492,-0.0712891,-0.0361328
1.0459,-0.0686035,-0.0424805
1.04614,-0.0708008,-0.0471191
1.04346,-0.0732422,-0.0446777
1.04272,-0.0761719,-0.0432129
1.04224,-0.0771484,-0.0441895
1.0415,-0.0737305,-0.0495605
1.03979,-0.0751953,-0.0544434
1.03857,-0.0766602,-0.0517578
1.03882,-0.0751953,-0.057373
1.04126,-0.0791016,-0.0539551
1.03906,-0.0776367,-0.0510254
1.03735,-0.072998,-0.0588379
1.03589,-0.0761719,-0.0581055
1.03174,-0.0788574,-0.0576172
1.0271,-0.0805664,-0.0546875
1.02466,-0.0773926,-0.052002
1.02686,-0.0769043,-0.0507812
1.02637,-0.0805664,-0.0556641
1.02124,-0.0800781,-0.0559082
1.0188,-0.0825195,-0.0478516
1.02051,-0.0876465,-0.0490723
1.01685,-0.0844727,-0.0490723
1.01343,-0.0820312,-0.0397949
1.01416,-0.0822754,-0.0444336
1.01611,-0.0839844,-0.0539551
1.01147,-0.0837402,-0.0493164
1.00781,-0.0805664,-0.0444336
1.00903,-0.0834961,-0.0432129
1.00513,-0.0795898,-0.0488281
1.00537,-0.0800781,-0.0510254
1.00488,-0.0852051,-0.0444336
1.00391,-0.0871582,-0.043457
1.00537,-0.0847168,-0.0463867
1.00171,-0.0769043,-0.046875
0.998535,-0.0742187,-0.043457
1.00049,-0.0788574,-0.0415039
1.00049,-0.0803223,-0.0422363
0.990967,-0.0771484,-0.043457
0.989258,-0.078125,-0.0454102
0.993408,-0.0810547,-0.0385742
0.993164,-0.0817871,-0.0385742
0.992432,-0.079834,-0.0388184
0.991455,-0.079834,-0.0314941
0.990479,-0.0788574,-0.03125
0.991211,-0.0761719,-0.0317383
0.992187,-0.0791016,-0.0356445
0.985107,-0.0839844,-0.0356445
0.98999,-0.0908203,-0.0141602
0.995117,-0.0734863,-0.0432129
0.980713,-0.0703125,-0.046875
0.981689,-0.0742187,-0.0305176
0.995361,-0.0837402,-0.0324707
0.99585,-0.090332,-0.0231934
0.991455,-0.0766602,-0.0302734
0.985596,-0.0817871,-0.0258789
0.978271,-0.0803223,-0.0341797
0.98291,-0.0783691,-0.0368652
0.990967,-0.0837402,-0.0375977
0.98999,-0.0842285,-0.0407715
0.981445,-0.078125,-0.0422363
0.98291,-0.076416,-0.0385742
0.991211,-0.0739746,-0.0454102
0.991699,-0.0788574,-0.0466309
0.996826,-0.0856934,-0.0351562
0.994873,-0.0834961,-0.0402832
0.98584,-0.076416,-0.0439453
0.993408,-0.0715332,-0.0422363
1.00269,-0.0754395,-0.0412598
1.00195,-0.0708008,-0.045166
1.00732,-0.0688477,-0.0454102
1.00806,-0.0717773,-0.041748
1.00122,-0.0722656,-0.0422363
1.00635,-0.0695801,-0.048584
1.01636,-0.0646973,-0.0517578
1.01782,-0.0651855,-0.0454102
1.01685,-0.0637207,-0.045166
1.02051,-0.067627,-0.0471191
1.02319,-0.065918,-0.0456543
1.02466,-0.0563965,-0.0415039
1.02393,-0.0527344,-0.0371094
1.02393,-0.0595703,-0.0305176
1.02905,-0.065918,-0.0297852
1.0332,-0.0649414,-0.0383301
1.03223,-0.0571289,-0.0441895
1.0293,-0.048584,-0.0383301
1.02759,-0.0500488,-0.0327148
1.03467,-0.0559082,-0.0314941
1.04199,-0.0554199,-0.0297852
1.04102,-0.0551758,-0.0344238
1.04126,-0.0551758,-0.0344238
1.03931,-0.0505371,-0.0375977
1.04517,-0.0517578,-0.0402832
1.04907,-0.0541992,-0.0368652
1.04712,-0.0483398,-0.0375977
1.04858,-0.0463867,-0.0310059
1.05005,-0.0444336,-0.0253906
1.0498,-0.0422363,-0.0292969
1.05151,-0.0466309,-0.0300293
1.05054,-0.0478516,-0.0307617
1.04712,-0.0458984,-0.0317383
1.04956,-0.0463867,-0.0290527
1.04932,-0.0458984,-0.0285645
1.04907,-0.045166,-0.0268555
1.04761,-0.045166,-0.0317383
1.04785,-0.043457,-0.0319824
1.05225,-0.0473633,-0.0270996
1.05005,-0.0515137,-0.0256348
1.0481,-0.0505371,-0.0209961
1.04956,-0.0473633,-0.017334
1.04956,-0.0444336,-0.0187988
1.05054,-0.0471191,-0.0192871
1.04858,-0.0500488,-0.0168457
1.04248,-0.0529785,-0.0180664
1.04297,-0.0539551,-0.0202637
1.04565,-0.0512695,-0.0263672
1.04565,-0.0517578,-0.0244141
1.0437,-0.0512695,-0.0180664
1.04272,-0.0500488,-0.0217285
1.04663,-0.0507812,-0.0229492
1.04517,-0.0498047,-0.0197754
1.0437,-0.050293,-0.0187988
1.0437,-0.0522461,-0.017334
1.04175,-0.0512695,-0.0148926
1.04004,-0.0510254,-0.0158691
1.03955,-0.0524902,-0.0148926
1.04224,-0.0551758,-0.0144043
1.0415,-0.0578613,-0.0153809
1.04712,-0.0544434,-0.0178223
1.03833,-0.0527344,-0.0351562
1.02808,-0.0556641,-0.0249023
1.04736,-0.0649414,0.0187988
1.0542,-0.0617676,0.00634766
1.04785,-0.0585937,-0.0065918
1.04321,-0.0700684,0.0129395
1.04468,-0.0705566,0.00805664
1.04712,-0.0615234,-0.012207
1.04736,-0.0483398,-0.0351562
1.05493,-0.0466309,-0.0307617
1.04761,-0.0681152,0
1.0437,-0.067627,0.000488281
1.05664,-0.0571289,-0.00756836
1.05737,-0.0637207,0.0117187
1.05493,-0.0737305,0.0244141
1.05688,-0.0722656,0.00805664
1.05444,-0.0595703,-0.00976562
1.05493,-0.0549316,-0.0175781
1.05444,-0.0576172,-0.0229492
1.05249,-0.0646973,-0.00732422
1.05664,-0.0622559,-0.00488281
1.06128,-0.0603027,-0.00976562
1.05908,-0.0649414,-0.000488281
1.05127,-0.0678711,0.000976562
1.05225,-0.0668945,0.0012207
1.06006,-0.0639648,-0.0012207
1.0603,-0.0625,-0.0119629
1.05688,-0.0610352,-0.019043
1.05688,-0.0583496,-0.0175781
1.05933,-0.0605469,-0.00854492
1.05811,-0.0583496,-0.00537109
1.05518,-0.057373,0.000488281
1.05493,-0.0556641,0.00585937
1.0564,-0.0524902,0.0012207
1.05664,-0.0554199,-0.00585937
1.05322,-0.0568848,-0.00463867
1.05078,-0.0568848,-0.00341797
1.05176,-0.0500488,-0.00561523
1.05493,-0.0463867,-0.00708008
1.05493,-0.0500488,-0.00512695
1.05518,-0.0534668,0.00195312
1.05615,-0.0500488,-0.00634766
1.0542,-0.0449219,-0.0148926
1.05542,-0.0446777,-0.0136719
1.05444,-0.0437012,-0.0178223
1.05176,-0.0427246,-0.0205078
1.05322,-0.0429687,-0.0175781
1.05933,-0.0456543,-0.0146484
1.06348,-0.0456543,-0.0146484
1.06006,-0.0461426,-0.0100098
1.05566,-0.0461426,-0.0100098
1.05176,-0.0427246,-0.0163574
1.05249,-0.0458984,-0.0148926
1.0542,-0.046875,-0.0131836
1.05347,-0.0444336,-0.0119629
1.05127,-0.0471191,-0.010498
1.0498,-0.0437012,-0.00683594
1.05273,-0.0429687,-0.00439453
1.05371,-0.0498047,-0.00634766
1.05225,-0.0517578,-0.00537109
1.05273,-0.0476074,-0.00561523
1.05127,-0.0449219,-0.00634766
1.05029,-0.0483398,-0.00537109
1.05249,-0.0512695,-0.00439453
1.05078,-0.0529785,-0.00170898
1.05103,-0.0556641,-0.000244141
1.0542,-0.0539551,0.00512695
1.05078,-0.0500488,0.00683594
1.04883,-0.052002,0.000732422
1.04834,-0.0549316,0.00317383
1.04932,-0.0583496,0.00292969
1.04907,-0.0585937,0.00268555
1.04492,-0.057373,0.00732422
1.04346,-0.0627441,0.00634766
1.04102,-0.0649414,0.00634766
1.03784,-0.0617676,0.0136719
1.03589,-0.0578613,0.0214844
1.03589,-0.0571289,0.0158691
1.03809,-0.0620117,0.00927734
1.0376,-0.067627,0.00610352
1.03809,-0.0732422,0.00244141
1.03882,-0.074707,0.00292969
1.0354,-0.067627,-0.000976562
1.03394,-0.0649414,-0.00537109
1.03149,-0.0720215,0.00292969
1.02832,-0.0778809,0.0102539
1.03125,-0.078125,0.00830078
1.03442,-0.0749512,0.00927734
1.03345,-0.0695801,0.00561523
1.02856,-0.0688477,-0.000976562
1.02734,-0.0703125,-0.000732422
1.03076,-0.0722656,-0.00415039
1.02856,-0.0788574,-0.00805664
1.02344,-0.0795898,-0.00195312
1.021,-0.0749512,0.00561523
1.02051,-0.0673828,0.00805664
1.01904,-0.0629883,0.0065918
1.02246,-0.0690918,0.00488281
1.02563,-0.0778809,0.00756836
1.02271,-0.0776367,0.00512695
1.01831,-0.0700684,0
1.01904,-0.0664062,0.000976562
1.021,-0.0700684,0.00634766
1.02222,-0.0771484,0.0119629
1.02344,-0.0773926,0.00878906
1.02295,-0.0773926,0.00488281
1.02222,-0.0791016,0.00952148
1.02344,-0.0783691,0.0151367
1.03076,-0.0751953,0.0151367
1.03442,-0.0749512,0.0175781
1.03101,-0.0800781,0.0187988
1.02954,-0.0834961,0.0205078
1.02856,-0.0820312,0.027832
1.02856,-0.0791016,0.0283203
1.02979,-0.0788574,0.0256348
1.03052,-0.0791016,0.0256348
1.02905,-0.0827637,0.0275879
1.02637,-0.0847168,0.029541
1.0271,-0.0820312,0.0214844
1.02661,-0.0820312,0.0200195
1.02563,-0.0864258,0.0285645
1.02466,-0.0883789,0.0317383
1.02832,-0.0854492,0.0292969
1.03149,-0.083252,0.0305176
1.02783,-0.0854492,0.032959
1.02563,-0.0876465,0.0314941
1.02808,-0.0859375,0.0339355
1.03442,-0.0844727,0.0371094
1.03394,-0.0881348,0.0344238
1.02686,-0.0930176,0.0358887
1.02563,-0.0915527,0.0427246
1.02612,-0.0864258,0.0424805
1.02588,-0.0844727,0.0397949
1.02686,-0.088623,0.041748
1.0249,-0.0917969,0.0400391
1.02075,-0.090332,0.0393066
1.021,-0.0905762,0.0405273
1.0249,-0.0925293,0.0368652
1.02612,-0.0927734,0.0371094
1.02466,-0.0952148,0.034668
1.02295,-0.0949707,0.0317383
1.02295,-0.0908203,0.0300293
1.02344,-0.092041,0.0290527
1.02246,-0.0947266,0.0234375
1.01953,-0.0966797,0.0200195
1.02393,-0.0983887,0.0239258
1.02661,-0.101562,0.0192871
1.021,-0.104492,0.0187988
1.02075,-0.102539,0.0192871
1.02124,-0.0991211,0.0161133
1.01807,-0.100098,0.0192871
1.01563,-0.101807,0.0129395
1.01807,-0.103027,0.00952148
1.021,-0.108643,0.00952148
1.01904,-0.112061,0.00195312
1.01563,-0.112305,0.00415039
1.01611,-0.111572,0.00732422
1.01733,-0.111328,0.00390625
1.01465,-0.112793,0
1.01367,-0.117187,-0.00341797
1.01733,-0.116211,-0.0012207
1.0188,-0.113037,-0.000244141
1.01733,-0.115967,-0.00292969
1.01245,-0.117676,-0.00366211
1.01074,-0.117676,-0.0012207
1.0127,-0.116699,-0.000244141
1.01123,-0.117432,-0.00708008
1.01123,-0.118652,-0.00634766
1.01147,-0.116211,-0.0012207
1.01001,-0.116699,-0.00537109
1.01318,-0.117676,-0.0114746
1.01611,-0.118896,-0.0107422
1.01221,-0.120117,-0.0109863
1.00952,-0.120605,-0.0131836
1.00977,-0.121826,-0.0161133
1.00659,-0.122559,-0.0178223
1.00464,-0.121582,-0.0178223
1.00928,-0.123291,-0.020752
1.01245,-0.124512,-0.0192871
1.00879,-0.121582,-0.0153809
1.00732,-0.122559,-0.0170898
1.01074,-0.118408,-0.0244141
1.0105,-0.116455,-0.0192871
1.00708,-0.118164,-0.0158691
1.00684,-0.117432,-0.0197754
1.00366,-0.118896,-0.019043
1.0022,-0.119629,-0.0222168
1.00366,-0.121582,-0.0214844
1.00342,-0.118408,-0.0197754
1.00708,-0.114014,-0.0192871
1.00854,-0.117676,-0.0212402
1.00708,-0.12207,-0.0256348
1.01001,-0.119629,-0.019043
1.01318,-0.115234,-0.013916
1.01196,-0.11792,-0.0195312
1.00732,-0.121094,-0.0209961
1.00464,-0.121582,-0.0151367
1.00903,-0.121338,-0.0134277
1.0144,-0.119873,-0.0117187
1.01685,-0.118652,-0.0126953
1.01343,-0.120117,-0.0146484
1.00928,-0.118652,-0.0151367
1.00903,-0.118164,-0.0202637
1.01245,-0.121582,-0.015625
1.01514,-0.124023,-0.0136719
1.0144,-0.127197,-0.010498
1.0127,-0.126709,-0.00976562
1.01123,-0.126709,-0.0166016
1.01514,-0.125,-0.0146484
1.01538,-0.123291,-0.0180664
1.01318,-0.12793,-0.0222168
1.01611,-0.123779,-0.0241699
1.02246,-0.123779,-0.020752
1.01831,-0.130859,-0.0148926
1.00977,-0.124756,-0.0227051
1.01953,-0.119629,-0.0273437
1.0293,-0.133301,-0.0178223
1.02075,-0.130859,-0.0249023
1.01465,-0.121826,-0.0336914
1.01367,-0.130127,-0.0102539
1.00391,-0.132812,-0.0214844
1.00977,-0.139893,-0.0400391
1.03394,-0.143066,-0.0324707
1.03979,-0.130615,-0.0410156
1.02563,-0.12085,-0.0351562
1.01343,-0.112549,-0.0283203
1.0144,-0.120605,-0.0134277
1.02808,-0.128174,-0.0112305
1.03589,-0.139648,-0.00976562
1.03467,-0.152588,0.000244141
1.03174,-0.139893,0.000244141
1.03052,-0.113281,-0.00415039
1.02441,-0.0944824,-0.0180664
1.01489,-0.109131,-0.0222168
1.0271,-0.133545,-0.0209961
1.05054,-0.149414,-0.019043
1.0437,-0.131836,-0.0319824
1.02856,-0.120117,-0.0180664
1.02783,-0.117432,-0.00805664
1.03198,-0.115723,-0.0217285
1.03931,-0.126709,-0.0163574
1.03687,-0.134766,-0.0168457
1.02954,-0.143799,-0.0239258
1.02661,-0.128662,-0.0175781
1.03442,-0.10083,-0.0183105
1.04126,-0.102783,-0.019043
1.03711,-0.129639,-0.015625
1.0332,-0.14209,-0.0163574
1.03271,-0.135986,-0.0183105
1.0332,-0.12085,-0.027832
1.03174,-0.109131,-0.0251465
1.03198,-0.106201,-0.013916
1.03687,-0.109863,-0.0109863
1.04321,-0.111572,-0.0236816
1.03979,-0.111816,-0.0161133
1.03101,-0.114746,0.00708008
1.02637,-0.113525,0.0126953
1.03296,-0.108887,0.00561523
1.04614,-0.103516,0.000732422
1.04761,-0.102783,0.0012207
1.03906,-0.108398,0.00512695
1.03589,-0.11084,0.00708008
1.04468,-0.104004,0.00634766
1.04834,-0.0983887,0.00683594
1.04492,-0.104004,0.00488281
1.0415,-0.113281,0.0126953
1.03882,-0.113525,0.0146484
1.04224,-0.102783,0.00756836
1.04565,-0.103271,0.0168457
1.04517,-0.108643,0.0270996
1.04712,-0.104004,0.0185547
1.04932,-0.0979004,0.0090332
1.04932,-0.101318,0.0119629
1.04761,-0.112061,0.020752
1.04565,-0.11377,0.0214844
1.05103,-0.109131,0.0170898
1.05371,-0.102539,0.0146484
1.05273,-0.0993652,0.0131836
1.05151,-0.103516,0.00976562
1.04932,-0.107178,0.00585937
1.05151,-0.10376,0.00927734
1.05176,-0.105713,0.0161133
1.05054,-0.109375,0.0253906
1.04932,-0.103516,0.0219727
1.05127,-0.0983887,0.0175781
1.05542,-0.100098,0.0183105
1.05542,-0.105957,0.0163574
1.05249,-0.106201,0.0197754
1.05396,-0.105469,0.013916
1.05908,-0.10376,0.0129395
1.05786,-0.101807,0.0224609
1.05957,-0.106934,0.0285645
1.06494,-0.109131,0.0334473
1.06543,-0.113281,0.0358887
1.06665,-0.118408,0.0375977
1.06616,-0.116943,0.0407715
1.06348,-0.114746,0.0383301
1.06201,-0.108643,0.0317383
1.06494,-0.104736,0.0288086
1.06812,-0.113525,0.034668
1.06812,-0.120605,0.0373535
1.06982,-0.125488,0.0368652
1.06665,-0.126953,0.0383301
1.06226,-0.121338,0.0402832
1.06445,-0.120117,0.0378418
1.06812,-0.120605,0.0366211
1.06909,-0.115723,0.0249023
1.0647,-0.116699,0.0129395
1.05786,-0.12207,0.0305176
1.06152,-0.124756,0.0512695
1.06128,-0.118896,0.0383301
1.05713,-0.116455,0.0339355
1.05957,-0.125244,0.0522461
1.05957,-0.124268,0.0437012
1.05762,-0.115234,0.0236816
1.05151,-0.103271,0.00683594
1.04736,-0.0932617,0.0117187
1.03979,-0.0827637,0.0314941
1.02979,-0.0705566,0.0292969
1.02441,-0.0749512,0.0258789
1.02759,-0.0900879,0.0229492
1.03979,-0.10498,0.0227051
1.03516,-0.0905762,0.0112305
1.02271,-0.0673828,-0.00317383
1.02441,-0.0576172,-0.00708008
1.02734,-0.0539551,-0.00830078
1.02856,-0.0556641,0.00561523
1.03076,-0.0541992,-0.00561523
1.02954,-0.0629883,-0.00317383
1.03271,-0.0898437,0.0412598
1.02881,-0.0778809,-0.0117187
1.01367,-0.0541992,-0.036377
1.01343,-0.0476074,0.0012207
1.021,-0.0559082,-0.0109863
1.02979,-0.0678711,-0.0192871
1.03418,-0.0493164,-0.0302734
1.0271,-0.0432129,-0.0251465
1.01392,-0.0397949,-0.0183105
1.01025,-0.0446777,-0.0280762
1.02588,-0.0559082,-0.0300293
1.03125,-0.0527344,-0.0300293
1.02417,-0.0476074,-0.032959
1.021,-0.0461426,-0.0349121
1.01245,-0.0341797,-0.0480957
1.01196,-0.0310059,-0.0292969
1.0188,-0.0402832,-0.0217285
1.0188,-0.0395508,-0.034668
1.01489,-0.0371094,-0.0239258
1.01245,-0.0302734,-0.0275879
1.0127,-0.0234375,-0.0393066
1.01709,-0.0185547,-0.0483398
1.02368,-0.020752,-0.0539551
1.01709,-0.0366211,-0.0358887
1.01538,-0.0349121,-0.0251465
1.00977,-0.0227051,-0.0383301
1.0083,-0.0134277,-0.0263672
1.02466,0.00488281,-0.0378418
1.01392,-0.0224609,-0.00976562
1.02344,-0.0446777,0.0170898
1.0271,-0.0429687,-0.0078125
0.993164,-0.0332031,-0.0102539
0.993164,-0.0224609,-0.015625
1.00439,-0.0400391,-0.0268555
1.00562,-0.0407715,-0.0378418
1.01392,-0.0439453,-0.0285645
1.0083,-0.0490723,-0.0305176
0.987793,-0.0458984,-0.0397949
0.983643,-0.050293,-0.0424805
0.990479,-0.0578613,-0.050293
0.994873,-0.0673828,-0.0493164
0.991699,-0.0651855,-0.0378418
0.983154,-0.0471191,-0.0358887
0.977783,-0.0407715,-0.0214844
0.982666,-0.045166,-0.0158691
0.994141,-0.0512695,-0.0219727
0.996094,-0.0617676,-0.0300293
0.987061,-0.0795898,-0.0249023
0.980469,-0.0795898,-0.0090332
0.976562,-0.0615234,-0.019043
0.980713,-0.0556641,-0.0249023
0.995117,-0.0561523,-0.0258789
1.00391,-0.0617676,-0.0307617
1.00146,-0.0651855,-0.0317383
0.989502,-0.0603027,-0.0368652
0.979004,-0.0627441,-0.0300293
0.976318,-0.0678711,-0.0146484
0.983154,-0.0688477,-0.0146484
0.997314,-0.0693359,-0.0161133
1.00293,-0.0610352,-0.0170898
0.992187,-0.0515137,-0.0253906
0.98291,-0.048584,-0.0268555
0.97998,-0.0495605,-0.027832
0.981201,-0.0583496,-0.0227051
0.987305,-0.0615234,-0.0219727
0.993164,-0.0600586,-0.027832
0.998047,-0.0532227,-0.0266113
0.993652,-0.0480957,-0.0268555
0.989258,-0.0458984,-0.0246582
0.993652,-0.0368652,-0.0375977
0.996338,-0.0336914,-0.0456543
0.995361,-0.0402832,-0.03125
0.996826,-0.0412598,-0.0288086
0.99707,-0.0415039,-0.0266113
0.999512,-0.0388184,-0.0231934
1.00488,-0.0368652,-0.0205078
1.00659,-0.0390625,-0.0187988
1.00366,-0.0334473,-0.0266113
1.0022,-0.0290527,-0.0341797
1.00513,-0.0307617,-0.0393066
1.00659,-0.0327148,-0.0380859
1.01099,-0.0354004,-0.0249023
1.01978,-0.0358887,-0.0187988
1.02173,-0.0349121,-0.0192871
1.01831,-0.036377,-0.013916
1.02246,-0.0319824,-0.0151367
1.02563,-0.0327148,-0.0183105
1.02539,-0.0383301,-0.0178223
1.03052,-0.0368652,-0.0170898
1.03491,-0.0385742,-0.0078125
1.03979,-0.0400391,-0.0114746
1.04321,-0.0439453,-0.0187988
1.04053,-0.0473633,-0.0126953
1.03931,-0.0456543,-0.0163574
1.04419,-0.0495605,-0.0229492
1.0498,-0.0495605,-0.0251465
1.05249,-0.0507812,-0.0224609
1.05371,-0.0532227,-0.0231934
1.05566,-0.0534668,-0.0200195
1.05859,-0.0551758,-0.0114746
1.05884,-0.0581055,-0.00708008
1.05957,-0.0632324,-0.00610352
1.05737,-0.0678711,-0.0144043
1.05469,-0.0686035,-0.0183105
1.05591,-0.0649414,-0.0141602
1.05884,-0.0612793,-0.0192871
1.06177,-0.0625,-0.0231934
1.06152,-0.0668945,-0.0239258
1.06104,-0.0698242,-0.0224609
1.05957,-0.0690918,-0.0166016
1.05566,-0.0693359,-0.0126953
1.05493,-0.0690918,-0.012207
1.05884,-0.0688477,-0.0183105
1.06152,-0.0698242,-0.020752
1.06079,-0.0661621,-0.0197754
1.05713,-0.0646973,-0.019043
1.05542,-0.0617676,-0.0197754
1.05884,-0.0646973,-0.0219727
1.06128,-0.0703125,-0.0197754
1.06226,-0.0681152,-0.0236816
1.06323,-0.0629883,-0.0219727
1.06519,-0.0556641,-0.0185547
1.06665,-0.0544434,-0.0268555
1.06274,-0.0576172,-0.0253906
1.06055,-0.0566406,-0.019043
1.05981,-0.0588379,-0.0214844
1.05933,-0.0651855,-0.0222168
1.06299,-0.0620117,-0.0200195
1.06396,-0.0568848,-0.0178223
1.06128,-0.0544434,-0.0219727
1.05908,-0.0490723,-0.0275879
1.05786,-0.0498047,-0.0275879
1.05884,-0.0505371,-0.0273437
1.05908,-0.052002,-0.0280762
1.05615,-0.0529785,-0.0288086
1.0564,-0.0510254,-0.0290527
1.05957,-0.0505371,-0.0310059
1.05957,-0.0500488,-0.0334473
1.05786,-0.0515137,-0.0358887
1.05688,-0.0473633,-0.036377
1.05688,-0.0439453,-0.0395508
1.05469,-0.0441895,-0.0415039
1.05322,-0.0446777,-0.0385742
1.05249,-0.043457,-0.0397949
1.05298,-0.0461426,-0.0410156
1.05151,-0.0458984,-0.0390625
1.04883,-0.0432129,-0.0378418
1.04541,-0.0466309,-0.0339355
1.04102,-0.0483398,-0.0332031
1.04175,-0.0473633,-0.0368652
1.04077,-0.0441895,-0.0397949
1.03979,-0.046875,-0.0397949
1.03857,-0.0498047,-0.0319824
1.03687,-0.0454102,-0.0288086
1.03516,-0.0466309,-0.0288086
1.03345,-0.0715332,-0.045166
1.04785,-0.0778809,-0.0217285
0.970703,-0.0522461,0.00830078
1.06543,-0.046875,-0.0888672
1.09155,-0.0466309,-0.128174
0.965088,-0.0319824,0.0144043
1.0791,-0.0661621,-0.0065918
1.05762,-0.106201,-0.125977
0.988037,-0.0625,-0.0461426
1.02612,-0.0449219,-0.00830078
0.998535,-0.0861816,-0.0336914
0.970459,-0.0637207,-0.0424805
1.0415,-0.0595703,-0.0639648
1.06641,-0.0776367,-0.0605469
1.01074,-0.0715332,-0.0354004
0.994141,-0.0656738,-0.0371094
1.00464,-0.0571289,-0.0778809
1.021,-0.0788574,-0.0549316
1.03442,-0.0825195,-0.0415039
1.03809,-0.076416,-0.0791016
0.999512,-0.076416,-0.0637207
0.979248,-0.074707,-0.0319824
1.02075,-0.0654297,-0.0615234
1.03296,-0.0534668,-0.0961914
1.03247,-0.0690918,-0.0493164
1.02954,-0.0708008,-0.0512695
1.01172,-0.0761719,-0.0693359
1.0105,-0.0786133,-0.045166
1.00757,-0.0544434,-0.0693359
1.01343,-0.0661621,-0.0422363
1.02368,-0.0695801,-0.0463867
1.04688,-0.0522461,-0.0888672
1.02295,-0.0351562,-0.0437012
1.03613,-0.048584,-0.00317383
1.04199,-0.0600586,-0.0571289
0.991211,-0.0717773,-0.00854492
1.0354,-0.0695801,0.0212402
1.05859,-0.0654297,-0.0366211
1.03296,-0.0578613,-0.00805664
1.03247,-0.0266113,-0.017334
1.03711,-0.0524902,-0.0236816
1.02173,-0.0605469,-0.0180664
1.03711,-0.0646973,-0.0324707
1.05444,-0.0727539,-0.0324707
1.03516,-0.0627441,-0.0288086
1.04126,-0.0727539,-0.00976562
1.04858,-0.0563965,-0.0427246
1.0376,-0.0603027,-0.0351562
1.0354,-0.0734863,0
1.04419,-0.0639648,-0.0336914
1.04517,-0.0671387,-0.0141602
1.0437,-0.0588379,0.00170898
1.04834,-0.0683594,-0.00268555
1.04858,-0.0820312,-0.00732422
1.04346,-0.0854492,-0.012207
1.04761,-0.0803223,-0.0180664
1.04443,-0.0705566,-0.0268555
1.03955,-0.0715332,-0.0285645
1.04883,-0.0742187,-0.041748
1.05371,-0.0808105,-0.0285645
1.05225,-0.0869141,-0.0200195
1.052,-0.0925293,-0.0280762
1.04858,-0.0895996,-0.0253906
1.04858,-0.0915527,-0.00732422
1.05469,-0.092041,-0.0144043
1.05078,-0.0878906,-0.0324707
1.04639,-0.0895996,-0.0258789
1.05322,-0.0856934,-0.0322266
1.06201,-0.0959473,-0.0288086
1.06152,-0.0961914,-0.0358887
1.05713,-0.097168,-0.0415039
1.05762,-0.106689,-0.0290527
1.0603,-0.102295,-0.041748
1.06274,-0.104736,-0.0446777
1.06323,-0.102295,-0.0439453
1.06226,-0.107178,-0.0336914
1.06104,-0.112305,-0.0249023
1.05591,-0.10791,-0.0305176
1.05347,-0.110596,-0.0285645
1.05884,-0.118652,-0.0317383
1.06152,-0.119629,-0.0310059
1.06372,-0.117432,-0.0349121
1.06055,-0.120117,-0.0385742
1.05518,-0.120605,-0.0361328
1.05713,-0.128418,-0.0336914
1.05737,-0.129395,-0.0390625
1.05542,-0.128662,-0.0368652
